hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,10.5938,281.847,-8.00143,-2.54705,8.39704386956505
2,1,9.80273,281.59,-4.82191,2.3587,5.367893603463094
3,1,9.31445,280.846,-5.53566,3.15117,6.369725583139355
4,1,9.19727,280.688,-5.41767,2.10326,5.811613446926765
5,1,8.97754,280.683,-0.383399,4.55451,4.570618791072057
6,1,0.86084,279.467,-0.259315,4.86264,4.869549469799542
7,1,65.7557,280.346,0.686782,5.35966,5.403482657612958
8,1,243.76,282.336,0.326324,6.98398,6.991599530391883
9,1,432.854,284.692,-2.33212,8.58537,8.896480300169275
10,1,603.508,287.455,-4.72858,9.63223,10.730299324310575
11,1,728.368,288.371,-6.39902,1.75163,6.634430240593385
12,1,798.783,289.417,-6.67674,3.39802,7.491688524491658
13,1,812.841,290.413,-7.52595,4.36312,8.6992378710379
14,1,768.398,290.373,-7.79561,4.12353,8.819015530828823
15,1,668.979,290.455,-7.41393,4.13006,8.486680955974485
16,1,526.597,289.501,-7.33945,4.40605,8.560420720093143
17,1,351.284,289.503,-6.11391,1.8352,6.383404618861317
18,1,167.211,291.138,0.533784,-0.569136,0.7802827341111681
19,1,24.3601,290.537,4.58495,-0.965787,4.68556411031468
20,1,0.0,289.926,6.15438,5.545,8.283925288436636
21,1,17.8164,289.341,2.68226,6.06437,6.631070969647362
22,1,15.4922,289.53,6.21681,5.63957,8.393656912276079
23,1,13.9502,287.252,5.80397,-1.29665,5.94704708098061
24,1,11.7588,288.832,13.7273,0.479031,13.735655644670224
1,2,11.5957,278.861,-1.72897,-4.15936,4.504399279648731
2,2,11.4492,278.772,3.46325,2.90362,4.51941474827217
3,2,10.9971,277.386,2.51317,0.695607,2.607660358894348
4,2,11.5449,276.193,4.09307,0.734609,4.1584699599469275
5,2,12.4619,275.846,-0.0269537,0.220526,0.2221670961679294
6,2,0.0,275.222,-3.13138,3.12631,4.424856485864824
7,2,45.2948,277.004,-1.96263,2.78739,3.4090261848510344
8,2,213.096,278.088,-0.316254,6.67539,6.682877242970725
9,2,404.401,280.538,0.740143,3.56535,3.641364068992415
10,2,580.852,282.842,0.243104,0.868562,0.901942072785165
11,2,714.055,285.821,2.0961,2.84489,3.5336998064493255
12,2,796.205,289.023,3.71486,2.77546,4.637171878548389
13,2,820.451,291.81,5.40667,2.94905,6.15865053330679
14,2,786.882,293.66,7.59111,3.7246,8.4556251213083
15,2,700.229,294.225,8.67103,2.99725,9.174435613344288
16,2,565.956,294.185,5.95254,3.05742,6.691827067998694
17,2,394.175,293.625,6.84312,3.59398,7.729487924487624
18,2,204.953,292.508,5.6373,3.56026,6.667428481626181
19,2,40.3093,289.897,4.16405,3.57523,5.4883132158615
20,2,0.0,287.857,4.44442,1.47273,4.682072488684899
21,2,14.9111,287.017,4.71351,2.84074,5.503360815692535
22,2,13.4053,285.63,2.94141,2.05168,3.5862631819904127
