hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,21.5703,272.143,10.0113,4.22006,10.864392946391437
2,1,21.1953,271.59,9.87337,3.97602,10.643879471193761
3,1,17.502,270.371,8.86669,1.12193,8.937388795448031
4,1,17.0713,269.841,1.98631,-1.12812,2.284312183240286
5,1,18.4697,269.922,11.1454,-1.0426,11.194058956428629
6,1,18.4336,269.379,7.33461,-0.183821,7.336913111938903
7,1,0.0,269.342,0.393747,1.90601,1.9462555896153515
8,1,,269.615,1.94903,1.79867,2.652156049292726
9,1,108.791,270.494,5.10544,-2.47076,5.671875577901899
10,1,247.026,271.119,7.70196,1.10308,7.780550965580779
11,1,358.024,272.517,0.725978,-1.08719,1.3072972701662007
12,1,413.637,273.465,-0.379464,2.92457,2.949085046619714
13,1,430.051,274.517,9.01979,2.43654,9.343090431741524
14,1,396.944,274.113,8.56756,-0.46154,8.579982722896357
15,1,304.876,273.091,6.24742,-1.71253,6.477886665981429
16,1,173.847,271.984,8.93079,1.18243,9.008726365530258
17,1,40.501,270.591,7.38854,0.713371,7.422898457829057
18,1,0.0,269.596,4.43715,1.14205,4.581765852267005
19,1,0.0,269.244,6.33979,-1.34593,6.481085156746515
20,1,11.5029,268.841,8.71142,-1.8022,8.895884624723951
21,1,12.293,267.863,9.68552,2.50964,10.005378083810726
22,1,13.335,267.238,7.0566,3.49895,7.876436672918789
23,1,17.6465,266.363,9.45264,0.561399,9.469296267769902
24,1,14.9844,266.112,14.1693,-1.13229,14.21446949886277
1,2,33.7061,265.721,1.5333,0.158047,1.541423933967875
2,2,33.417,265.597,-1.00944,0.684029,1.2193706517876342
3,2,31.4531,264.061,1.57567,2.54283,2.9914411840783366
4,2,33.2217,263.746,2.02245,3.87871,4.3743222636883985
5,2,35.2109,263.609,1.50279,2.42713,2.854704506774738
6,2,36.6729,263.386,-1.52281,-0.759993,1.701922341397809
7,2,0.0,262.846,0.761911,4.02808,4.099504464971468
8,2,10.1748,262.875,0.295713,0.0393887,0.29832473591153985
9,2,66.9548,263.052,-0.727564,-1.19391,1.3981310604503427
10,2,152.034,263.563,-0.216011,1.69683,1.7105241304994794
11,2,202.056,264.498,-0.0142565,-0.212675,0.2131523009898087
