hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,6.70312,273.634,1.62663,1.8915,2.494733935092077
2,1,7.05566,273.466,2.25852,1.90227,2.9528873570287097
3,1,7.39355,273.761,2.22535,4.42787,4.955624618491599
4,1,8.74805,273.461,3.89888,5.44319,6.695489722977701
5,1,7.97363,272.539,1.70079,3.468,3.8626041246935983
6,1,6.87598,272.752,2.53761,-1.55142,2.974284540608043
7,1,0.0,272.049,3.57153,-2.07488,4.1304907160408915
8,1,16.9609,272.614,0.932815,-2.29975,2.481732033625911
9,1,141.609,273.863,0.609094,-1.45314,1.5756304644287633
10,1,289.392,274.993,4.15044,-3.38454,5.355489072456408
11,1,373.243,275.472,4.86967,-1.60009,5.125814463770611
12,1,495.14,276.138,5.86019,-1.32308,6.007692362504925
13,1,534.78,276.239,9.76108,-0.997601,9.81192593335279
14,1,513.566,276.341,10.8431,-2.46649,11.12008950189251
15,1,423.208,275.869,9.83452,-3.02006,10.287786255264054
16,1,299.775,275.615,9.98548,-2.48287,10.289531294830685
17,1,144.132,274.715,8.80805,-2.49631,9.154960863848627
18,1,16.793,273.609,6.31317,-3.89555,7.418316874561238
19,1,0.0,272.708,1.53447,-1.89072,2.4350401021954444
20,1,6.00195,272.651,2.31042,4.74911,5.28129589859345
21,1,6.7373,271.82,1.54931,1.53594,2.181621681158308
22,1,7.29395,272.002,-0.580675,0.583231,0.8230078097964807
23,1,8.02246,272.23,0.188943,7.18089,7.18337529642918
24,1,7.67871,272.767,0.665557,3.79625,3.854151032685279
1,2,32.209,271.778,2.32731,2.10537,3.1383044264379456
2,2,38.6836,270.475,1.89426,3.64348,4.1064787175876125
3,2,36.0508,270.85,-1.56225,6.70717,6.886708536841094
4,2,25.3291,270.457,-0.245168,4.2972,4.3041880986109335
5,2,22.459,269.672,1.33018,1.31761,1.872291362074824
6,2,19.9619,269.715,0.152848,1.44956,1.4575962077008844
7,2,0.0,270.298,1.35132,2.05647,2.4607183104329517
8,2,5.13672,269.935,1.74531,2.06842,2.706375489931137
9,2,44.2421,271.079,2.8171,2.34471,3.6652035951772173
10,2,238.313,272.588,5.49224,3.43626,6.478625086019409
11,2,291.618,272.817,6.45366,2.35499,6.869913048627326
12,2,314.108,272.729,5.64926,0.668129,5.688632077067473
13,2,325.983,274.648,6.87241,-0.769573,6.915364184945649
14,2,488.082,274.273,7.348,-2.78192,7.856983065172026
15,2,426.49,274.157,5.20855,-1.66899,5.469416853979956
16,2,320.853,273.935,5.41907,-0.408655,5.434456603371214
17,2,169.421,273.096,7.00923,-0.733122,7.0474657189506065
18,2,29.1406,271.38,4.21356,1.87935,4.613680125030343
19,2,0.0,270.857,2.67314,3.3876,4.315264907233391
20,2,19.9824,270.52,4.16882,3.46493,5.4207748613367075
21,2,20.748,270.133,2.39404,2.075,3.1681307614427787
22,2,21.1045,269.997,3.38417,3.81175,5.097258542726669
23,2,21.6875,269.722,3.38035,5.2639,6.255830027462383
24,2,22.0635,269.286,2.68509,5.47106,6.094440567574681
1,3,4.74609,272.729,2.60172,0.386616,2.630288746479367
2,3,3.62109,273.078,2.90109,,2.90109
3,3,3.11523,273.081,0.565189,2.86733,2.922502341251586
4,3,3.99023,271.862,-0.189992,2.33479,2.342507482200217
5,3,4.29199,271.851,-0.118546,1.28832,1.2937625657422616
6,3,3.84375,270.498,0.220231,-2.98501,2.993123183810015
7,3,0.0,271.118,6.53296,-3.41717,7.372694023930466
8,3,20.7461,271.651,7.53145,0.58746,7.554326465946518
9,3,182.148,272.826,7.11495,-0.417984,7.12721713761802
10,3,349.923,273.831,6.58501,,6.58501
11,3,445.211,274.398,8.21245,-0.933582,8.265343934357723
12,3,532.218,275.076,8.1639,0.156898,8.16540753376119
13,3,519.139,274.826,8.85483,-2.87016,9.308374334678424
14,3,479.8,274.512,14.4515,-3.68817,14.91470583682092
15,3,406.005,274.637,11.688,-2.34428,11.920779870394387
16,3,272.447,274.204,7.34583,-4.75338,8.74961940962577
17,3,118.655,273.085,9.2729,-2.40256,9.579090194981985
18,3,13.0312,272.146,8.95037,-4.72172,10.119474437701792
19,3,0.0,271.71,11.0071,-1.02695,11.054902835959256
20,3,1.75781,271.337,11.3495,-3.92569,12.009254440892658
21,3,2.33301,271.529,9.44872,2.25859,9.714913197064604
22,3,2.82129,271.837,11.4276,4.40647,12.247735285386437
23,3,3.98926,271.463,10.5127,5.20725,11.731679924567496
24,3,4.0957,271.409,6.52151,4.28258,7.801960275244934
1,4,5.37109,274.51,3.00212,5.10048,5.918413700038212
2,4,4.1543,273.942,6.06027,1.705,6.295545843920128
3,4,3.15625,274.572,8.64966,3.0226,9.162572175737553
4,4,3.94238,273.943,5.99897,2.91878,6.67135051914528
5,4,4.43164,273.317,4.37022,6.88207,8.152405187016896
