hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,25.1533,284.552,2.25671,5.75591,6.182494638266984
2,1,25.0137,284.744,11.3927,1.012,11.43755906170543
3,1,24.5166,283.87,2.5276,1.33228,2.857224485125381
4,1,23.8994,284.107,1.60387,1.49512,2.1926656816076635
5,1,23.8984,284.007,1.80052,5.84937,6.120212550826973
6,1,6.14355,284.101,1.73193,1.33416,2.186221496212129
7,1,99.2348,285.499,10.5052,-0.484939,10.516386873528427
8,1,285.204,287.379,2.79968,,2.79968
9,1,472.837,290.277,8.4264,,8.4264
10,1,639.781,292.171,5.37487,-2.32723,5.857066415006748
11,1,763.224,293.018,-0.0518389,2.31588,2.3164601110213856
12,1,834.437,293.767,-2.98454,3.43801,4.552734537802528
13,1,845.811,292.021,-6.57727,-2.27048,6.95812906486363
14,1,739.837,290.158,-5.44946,-2.61879,6.046046258150859
15,1,667.952,291.412,-4.4302,0.695281,4.484427244248813
16,1,487.302,291.555,-3.90222,5.00732,6.348273348777602
17,1,268.005,291.277,-3.62106,5.6517,6.712211886822406
18,1,189.541,290.699,-3.96457,5.22743,6.5607804177399505
19,1,36.4683,289.846,-2.96162,8.10381,8.62803161448195
20,1,0.0,288.751,1.27811,10.2382,10.317669524272429
21,1,16.917,287.929,-1.55336,10.5175,10.631591298559215
22,1,14.7471,288.913,1.06978,4.31054,4.441304351201345
23,1,13.5996,287.162,6.8816,3.28234,7.624314686291483
24,1,13.5391,286.913,6.81256,2.72498,7.33733533062242
1,2,20.8418,280.768,0.923698,0.320367,0.977677354699903
2,2,19.2676,280.461,0.645092,2.48563,2.5679758926757863
3,2,18.7295,279.43,6.00563,1.37525,6.161079796545407
4,2,18.7539,277.886,-0.893685,1.16798,1.470663170010387
5,2,21.2949,278.045,0.250232,2.03198,2.0473296691602942
6,2,2.16309,277.331,-0.30274,-1.05158,1.0942906396383
7,2,74.3832,278.725,0.75906,1.13274,1.3635512426014653
8,2,254.563,279.939,0.0394278,0.489594,0.4911790266785014
9,2,447.306,281.939,-0.735706,-0.848311,1.1228957525776826
10,2,623.703,284.277,0.00572681,1.29289,1.2929026832877935
11,2,757.302,286.725,-0.0220537,1.39742,1.3975940118946169
12,2,839.937,290.398,2.13313,2.27395,3.1178666102641404
13,2,866.546,293.035,3.61951,0.875516,3.7238932458323775
14,2,835.587,293.6,3.6399,2.8607,4.629522275570126
15,2,738.014,294.25,3.81394,3.08298,4.904172101792514
16,2,598.818,294.415,2.30091,3.63818,4.304711435218394
17,2,413.755,293.577,4.39603,5.37728,6.945517976313933
