hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,27.5947,277.966,4.10247,-1.88465,4.5146611969670545
2,1,27.0244,278.09,1.48232,2.10249,2.572496216226566
3,1,27.0928,277.841,2.95244,0.755238,3.0475049450729363
4,1,25.4922,277.59,-2.70836,1.02015,2.894118157936887
5,1,26.6328,277.716,-0.684084,1.36984,1.5311539911635277
6,1,0.0,277.466,3.34423,-0.961483,3.479701690114973
7,1,15.9883,277.47,3.03328,-0.160416,3.037518864378623
8,1,63.5236,278.091,2.44041,-2.4035,3.4252610437892175
9,1,231.952,279.115,4.26189,-3.46674,5.49381403031628
10,1,375.456,280.124,3.41019,,3.41019
11,1,572.105,281.346,1.84664,0.772537,2.0017224347968425
12,1,769.644,282.106,-2.00372,2.47328,3.1830814938986403
13,1,791.763,282.726,-3.30778,1.78024,3.7564162423778336
14,1,750.909,282.851,-4.01065,-0.7302,4.076580118493932
15,1,604.323,283.097,-3.69403,-1.14619,3.8677653958067313
16,1,484.961,283.096,-3.91509,-0.774325,3.9909283273099505
17,1,269.384,282.744,-5.13281,2.56843,5.739561931105893
18,1,142.118,282.217,-3.98618,4.13955,5.746782160035301
19,1,16.5979,281.466,-4.67234,4.35172,6.385000237588093
20,1,0.0,281.443,-3.50115,5.59486,6.600038616712784
21,1,14.7129,280.188,-3.75859,4.33743,5.739363884003174
22,1,10.373,279.326,-2.19863,4.83047,5.30729821074716
23,1,8.34766,278.937,-1.96663,6.09529,6.4047009095663485
24,1,8.77832,278.267,-2.53809,1.02188,2.7360810628524876
1,2,30.4346,277.523,-6.14655,-0.083868,6.147122151374902
2,2,29.9863,277.6,-0.742778,1.39545,1.5808225263400064
3,2,29.374,277.213,-1.33272,-2.25306,2.6177131168254477
4,2,28.8223,276.839,-1.08336,-1.63072,1.957783595804194
5,2,25.9346,276.964,-0.545412,-1.53885,1.6326461870974984
6,2,0.0,276.564,-0.887214,-1.13873,1.443556266550078
7,2,4.98438,276.049,0.112377,-1.61647,1.620371516359443
8,2,35.8595,276.463,-0.219745,-0.989435,1.0135430352234678
9,2,274.077,278.572,0.114431,-0.442326,0.45688810888115705
10,2,536.971,280.846,-0.120571,-0.184059,0.22003427351665011
11,2,683.167,282.221,1.49556,-1.50188,2.119514861471842
12,2,773.847,284.358,1.52069,-1.29479,1.9972429046563165
13,2,811.138,286.346,1.18001,3.65964,3.845177307966435
14,2,786.346,286.935,1.21152,-1.55002,1.967318660207339
