hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,6.44141,292.109,-3.41058,2.56976,4.270330478311954
2,1,5.72461,291.664,1.95984,2.11998,2.887089888798061
3,1,3.80273,291.356,0.333789,1.81184,1.842329851606655
4,1,3.1543,291.607,-0.437005,4.39644,4.418105707611012
5,1,3.92188,290.24,6.94506,4.42568,8.235320386360206
6,1,1.37769,289.531,3.66503,-0.0792236,3.665886152037043
7,1,65.7544,292.33,2.88128,1.33494,3.1755061394996544
8,1,231.636,293.615,6.37203,,6.37203
9,1,406.876,295.138,5.40703,-2.4313,5.928506819672218
10,1,559.667,296.471,4.65431,,4.65431
11,1,674.648,297.371,2.97165,-1.90626,3.530514255756518
12,1,741.71,298.482,-2.11568,-3.4415,4.03980495969793
13,1,753.438,298.976,-3.87641,-2.30902,4.511998210161435
14,1,712.962,299.101,-4.21391,-0.56534,4.251664004092986
15,1,611.717,299.352,-3.99989,1.01132,4.125759100395951
16,1,472.126,298.953,-5.10267,5.66966,7.627731356340495
17,1,306.989,298.203,-3.26383,5.08656,6.04364781423438
18,1,134.656,296.698,-3.42678,4.46618,5.629350314272509
19,1,14.1366,294.112,0.146805,7.14468,7.146188075500462
20,1,0.0,294.696,-0.846631,7.30206,7.350977097893926
21,1,17.1807,293.739,-1.10888,7.20353,7.288378373499828
22,1,13.3672,292.118,0.90209,3.15537,3.281787044431738
23,1,13.0342,292.047,3.88409,-1.06975,4.028711976624788
24,1,13.9941,291.378,0.92634,-0.364378,0.9954281101536163
1,2,14.6064,289.292,1.78083,3.79827,4.1950221074268494
2,2,15.7432,289.337,-0.401484,2.84752,2.8756841886159887
3,2,15.166,289.125,1.43242,3.08234,3.3989184944626136
4,2,14.6816,288.875,1.62647,-0.120157,1.630902316372443
5,2,14.5947,289.0,4.83471,-1.23057,4.988859920763461
6,2,0.0,288.787,2.95409,2.91492,4.150109195491126
7,2,20.5981,289.125,11.7631,2.26121,11.978463685886434
8,2,88.7607,290.063,11.5966,0.185928,11.598090393732239
9,2,242.688,291.373,10.6482,2.35971,10.906529902957217
10,2,474.026,293.123,0.670915,0.158621,0.6894110231683275
11,2,639.163,294.523,1.66892,0.686028,1.8044191262519913
12,2,716.257,297.023,-1.08785,-1.16367,1.592967511093682
13,2,737.048,298.898,-1.85297,1.61969,2.461075682907781
14,2,707.509,300.21,4.91988,0.959074,5.012488618628076
