hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,23.8584,294.245,-3.49066,,3.49066
2,1,22.2891,293.865,-2.19569,1.34152,2.5730780179582586
3,1,18.2129,293.989,-3.81149,-0.950576,3.9282376139785637
4,1,17.0996,294.466,-4.46169,,4.46169
5,1,0.0,294.92,-1.41341,,1.41341
6,1,9.11133,295.119,-3.50438,-1.47431,3.8018770575204033
7,1,51.2057,295.244,-4.23208,,4.23208
8,1,166.325,295.989,-1.97859,1.17943,2.3034481789265415
9,1,318.503,296.851,-0.870543,0.596476,1.0552860907948138
10,1,378.265,296.828,-1.29955,-1.88752,2.291628668196486
11,1,236.089,296.452,-1.14855,-3.52133,3.7039076758742246
12,1,116.696,295.947,0.273293,-3.75178,3.7617206478218184
13,1,102.828,296.721,0.656149,-3.44914,3.51099676015245
14,1,115.121,296.471,2.33609,-3.28298,4.0293019455607935
15,1,312.863,298.114,0.584139,-1.925,2.0116767561715774
16,1,355.685,298.453,-1.68074,-2.6274,3.1189930598832696
17,1,134.685,297.203,-1.72519,-0.870405,1.9323264217323635
18,1,14.7701,295.745,-1.69464,-2.15624,2.7424761926405123
19,1,7.08196,295.994,-1.40415,1.85069,2.3230778503098
20,1,0.828125,295.596,-0.873514,,0.873514
21,1,0.0,295.846,-0.0827761,,0.0827761
22,1,35.9062,295.572,0.77162,4.67745,4.740668299607135
23,1,33.9678,295.721,1.81686,0.949135,2.04983841017408
24,1,29.9951,295.642,1.12826,-1.47353,1.8558721099526228
1,2,22.1885,295.864,0.482977,0.617623,0.7840439736762218
2,2,20.7842,295.799,-0.324598,-1.40458,1.4415994027482113
3,2,22.2734,295.633,-0.31881,-0.925673,0.9790354023369123
4,2,21.332,295.449,3.36497,-0.0945587,3.3662983303096725
5,2,0.0,295.449,3.69303,1.17429,3.875232584632824
6,2,1.78516,295.46,1.54396,-1.16083,1.931667355032952
7,2,14.6705,295.674,1.82602,-0.728853,1.9661067458327384
8,2,45.5673,296.023,0.289965,-1.98463,2.0057008595812587
9,2,81.5969,296.588,4.64801,1.3831,4.849429097337129
10,2,246.203,297.954,1.72486,4.1784,4.520416859051829
11,2,313.105,298.858,2.63563,3.98356,4.7765359593014685
12,2,410.384,300.023,1.25669,1.66863,2.0889221701633596
13,2,489.687,300.967,0.605856,5.54402,5.577026022275312
14,2,272.918,300.721,6.86441,4.78734,8.368915636072574
15,2,447.363,301.254,6.45133,5.0623,8.200398774382865
16,2,140.42,299.621,4.7387,4.5391,6.561913326157242
17,2,89.6064,298.831,3.01993,2.39864,3.8566113434594365
18,2,56.4498,298.721,-0.912897,3.32325,3.4463562635207925
19,2,22.3007,297.956,-2.81186,3.69786,4.645505918541058
20,2,5.43555,297.67,0.163595,3.02477,3.029190795728292
21,2,0.0,296.61,0.732654,0.665365,0.9896931175576599
22,2,38.9531,296.359,1.0768,1.71017,2.020935345056838
23,2,38.4199,296.187,9.1191,-0.932701,9.166674204170288
24,2,34.0557,295.937,6.2601,-0.738183,6.303472547056028
1,3,26.7744,293.847,-4.38275,0.992623,4.493750992503812
2,3,27.8193,294.091,-4.18104,-0.627234,4.227826625153401
3,3,23.7812,294.03,-4.6982,-2.78261,5.460403066816588
4,3,28.1475,293.846,-3.97536,1.02019,4.104177721017939
5,3,0.0,293.968,-5.42953,,5.42953
6,3,10.1738,294.277,2.47413,1.45196,2.868711748938886
7,3,47.2018,294.78,3.37729,-5.98618,6.873168027663808
8,3,172.27,295.219,1.38957,-2.89528,3.211471790830491
9,3,288.128,296.408,-2.06488,,2.06488
10,3,470.765,296.102,-2.61889,-3.88703,4.686959254463389
11,3,365.167,295.864,-1.95275,-3.90023,4.361768748501002
12,3,278.946,295.219,-0.298972,-2.9388,2.9539684657734586
13,3,97.5466,294.849,0.682516,-0.953048,1.1722323065672606
14,3,221.418,295.84,0.808746,-2.57057,2.6947913124054708
15,3,142.441,295.643,1.48941,-3.09443,3.434215947345187
16,3,202.201,296.343,-0.919994,-1.95406,2.1598007879515184
17,3,201.966,296.343,-0.293549,-0.367964,0.4707106549643847
18,3,55.8639,296.155,-0.99444,-1.16308,1.5302503063224655
19,3,15.582,295.286,0.610988,,0.610988
20,3,4.79883,295.73,-2.04539,,2.04539
21,3,0.0,295.041,-0.759534,,0.759534
22,3,35.1201,295.093,-0.662951,-0.251261,0.7089683480396004
23,3,30.9951,295.468,,0.784584,0.784584
24,3,26.5977,294.446,,2.04893,2.04893
1,4,24.1475,294.631,-6.247,-1.23394,6.36770107052773
2,4,21.7744,294.546,-5.15712,-1.31864,5.323034674318777
3,4,25.1592,294.417,-5.96188,-0.414443,5.976267742885103
4,4,26.5205,294.381,3.73363,2.45769,4.469925403516259
5,4,0.0,294.452,4.24821,,4.24821
6,4,5.69531,294.75,,,0.0
7,4,42.6041,295.25,,4.96451,4.96451
8,4,186.192,296.0,1.18254,1.8723,2.2144769453755893
9,4,325.066,296.48,0.883364,0.647745,1.0954019999621143
10,4,427.656,296.76,-1.56859,1.43622,2.1267821883070206
11,4,313.573,296.179,-1.11632,-3.52718,3.6996174254644223
12,4,305.056,296.537,0.835793,-2.55842,2.691479673943127
13,4,141.937,296.348,-0.660746,-2.54289,2.627332264601491
14,4,176.964,296.021,0.786774,-1.28932,1.5104169588150154
15,4,218.316,296.932,0.129549,-3.55342,3.5557807356192535
16,4,193.951,297.469,-0.674389,-2.01705,2.126803052899116
17,4,151.497,297.36,0.0472717,-1.43437,1.4351487416016815
18,4,108.458,297.631,-1.50323,0.848155,1.7259974904167736
19,4,17.4882,296.344,-0.324559,,0.324559
20,4,2.76953,295.631,-2.80418,,2.80418
21,4,0.0,295.625,-2.20924,,2.20924
22,4,35.1523,295.71,-0.95299,,0.95299
23,4,31.6748,295.95,,,0.0
24,4,27.2188,296.64,,,0.0
1,5,25.2402,295.431,-0.36175,1.00581,1.0688857837018884
2,5,27.5381,295.187,1.11876,1.43038,1.8159325103097856
3,5,24.4551,295.127,1.82719,2.19151,2.8533032394402107
4,5,24.5898,294.97,-2.10915,-1.0721,2.36599072958877
5,5,0.0,294.976,-0.84359,1.26218,1.518137819995273
6,5,9.29492,295.088,-3.10936,0.803039,3.21138463051703
7,5,46.8307,295.407,-2.48208,1.96841,3.167863484195618
8,5,129.825,295.685,-2.10652,,2.10652
9,5,198.972,296.159,-2.24554,,2.24554
10,5,182.406,295.959,-2.97875,,2.97875
11,5,122.839,295.759,-2.09532,-4.49838,4.962437760496347
12,5,67.8527,295.861,-0.720847,-4.94856,5.0007865852292674
13,5,168.062,296.17,1.33047,-5.02922,5.202230697431631
14,5,173.886,295.765,-0.812836,-0.724381,1.0887746305168027
15,5,103.394,296.297,2.73306,-0.820508,2.8535680019344203
16,5,147.263,297.334,1.61467,1.15971,1.9879855364161985
17,5,127.513,296.559,1.86124,-0.0364208,1.8615963075470041
18,5,44.5201,296.862,0.97431,0.275889,1.0126177543481054
19,5,10.6679,296.071,-0.31284,-1.45107,1.4844099873350356
20,5,1.63672,295.774,1.94826,0.124378,1.9522261432743904
21,5,0.0,295.338,1.1726,2.35872,2.6341129054009813
22,5,36.6816,295.818,2.50355,4.48653,5.137773257297368
23,5,35.4805,295.728,0.0771093,-1.17098,1.1735160861899123
24,5,32.4287,295.478,2.07455,0.816504,2.22944757384335
1,6,23.6318,293.367,-1.01946,0.628366,1.197556897001558
2,6,29.3496,293.312,-3.51991,1.63839,3.8825363102229966
3,6,28.4482,293.177,-2.14254,1.27745,2.4944651038048216
4,6,29.6885,292.982,-0.932389,,0.932389
5,6,0.0,292.914,-0.271812,0.977512,1.0145991688780354
6,6,2.08008,292.86,0.978527,-0.25409,1.0109781490363676
7,6,13.7526,293.09,-2.819,0.870756,2.9504198025935224
8,6,18.5204,292.983,0.577074,-1.18141,1.3148170935822214
9,6,54.847,293.31,-1.50336,1.54569,2.1562116931553823
10,6,81.437,293.575,1.93092,1.21942,2.283733168038683
11,6,70.4014,293.692,2.537,-4.55599,5.214730470513313
12,6,136.15,294.248,-1.67397,-4.83821,5.11961439612399
13,6,183.39,294.902,-0.323832,3.42391,3.4391898540679606
14,6,369.589,296.266,1.9816,2.95628,3.5589787858878843
15,6,302.238,295.58,2.97232,2.8958,4.149740211434928
16,6,262.045,296.655,3.99797,3.5435,5.342298790867092
17,6,223.528,296.41,4.55411,4.33516,6.287569492077204
18,6,23.6764,293.905,8.40009,3.57423,9.12888997091103
19,6,5.52727,293.57,-1.64487,2.7755,3.2262978112536356
20,6,1.21094,293.835,2.90236,2.38414,3.7560374211660883
21,6,0.0,293.89,3.73217,-0.468424,3.7614510435038233
22,6,38.374,293.415,2.53578,-0.220987,2.5453910235107298
23,6,37.7207,293.235,0.517539,0.182533,0.5487849420401402
24,6,34.9326,293.189,5.87729,0.757911,5.925957038995557
1,7,32.1084,294.574,-2.21527,-1.43218,2.6379083997174733
2,7,33.1836,294.301,-0.864149,,0.864149
3,7,30.7988,294.575,1.0933,2.39464,2.6324144087890113
4,7,28.0547,294.6,1.02708,,1.02708
5,7,0.0,294.625,-2.01986,1.56687,2.5563481798260583
6,7,10.0879,294.576,-4.69823,,4.69823
7,7,54.4166,294.826,,-0.363131,0.363131
8,7,126.083,295.451,,,0.0
9,7,226.441,296.426,,,0.0
10,7,251.484,297.075,-0.464591,-2.67511,2.7151534596374107
11,7,111.526,295.677,-0.935168,-2.06674,2.2684693993580782
12,7,99.1027,296.277,-1.48452,-4.07942,4.341136621531278
13,7,89.3122,296.075,-1.76573,-3.10002,3.56762195773319
14,7,136.668,295.926,0.205231,-1.73659,1.7486750960258457
15,7,173.035,296.475,0.0255451,-0.845899,0.8462846272590623
16,7,246.123,297.726,-0.102123,-2.32369,2.325933000589011
17,7,142.528,295.95,1.27823,2.43184,2.7473109977758248
18,7,86.6217,296.802,-0.811823,0.873546,1.1925347782957947
19,7,19.121,296.601,-0.97202,0.749617,1.2274968542073743
20,7,1.91406,295.825,2.83986,1.13268,3.0574121086304342
21,7,0.0,295.026,-0.500257,1.29818,1.3912326830724613
22,7,36.3193,295.101,2.97963,1.16915,3.200797816076485
23,7,35.7441,296.2,2.47115,2.37247,3.425667266883928
24,7,33.2002,295.427,-0.931306,-4.02725,4.133530383115141
1,8,22.7363,294.904,-0.555597,1.92378,2.0024029351778827
2,8,21.1221,294.845,1.33751,1.384,1.9246789342900805
3,8,22.9111,294.614,0.925331,0.254014,0.9595626981896493
4,8,26.7266,294.453,1.70824,1.29314,2.1424973645724745
5,8,0.0,294.328,3.15885,-0.0947533,3.160270796998398
6,8,11.8594,294.341,0.74464,2.50909,2.617254545836152
7,8,100.37,294.914,1.67465,-2.66586,3.148215710859089
8,8,214.388,295.772,1.76946,0.376695,1.8091124383589319
9,8,349.831,296.937,2.16168,-3.08614,3.7679066498521427
