hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,7.39941,268.466,4.86537,1.52856,5.099835380725539
2,1,7.57227,268.179,5.43503,0.543684,5.462155562848426
3,1,7.64844,267.913,4.45883,-0.654881,4.506665518214215
4,1,7.4541,268.229,4.3917,-1.28714,4.576435104926104
5,1,7.92578,267.881,5.81541,1.85551,6.104253502943664
6,1,8.4209,268.174,4.23345,4.94957,6.513090056754935
7,1,0.0,267.818,5.55553,2.03544,5.916665410051509
8,1,63.4922,269.688,6.33783,5.43679,8.350255960927186
9,1,242.121,271.805,6.76687,2.37233,7.170667976262742
10,1,421.533,274.114,,1.7143,1.7143
11,1,558.941,275.947,2.91945,4.06752,5.006786120147335
12,1,645.515,277.346,1.0292,1.60026,1.9026520195768852
13,1,673.074,278.232,-1.74507,2.7064,3.2202282939102314
14,1,639.383,278.709,-3.166,-1.26768,3.4103619430201246
15,1,547.659,279.102,-0.385095,-3.57345,3.5941401004308386
16,1,407.28,279.172,3.00383,-1.62037,3.4130036047153536
17,1,235.726,278.287,5.6105,0.638445,5.646708976742559
18,1,64.064,275.742,4.74613,0.652195,4.790731498938863
19,1,0.0,273.908,0.435981,1.34942,1.4181021714816602
20,1,9.90234,274.164,3.40525,-1.10386,3.5796975377956164
21,1,8.29004,274.075,4.52329,-1.98843,4.941053155856553
22,1,7.1123,271.637,0.0246449,3.90581,3.9058877514844186
23,1,7.84863,272.394,2.76628,-0.0264473,2.766406423155732
24,1,6.16602,273.42,4.43494,-2.51636,5.099094081618812
1,2,23.7275,263.203,1.21107,-1.53785,1.9574660067035647
2,2,24.3154,262.904,-0.042995,-0.51491,0.5167019238642333
3,2,25.8467,262.696,1.26255,0.882229,1.5402468993447123
4,2,26.7783,261.846,5.66709,0.752903,5.716884815658699
5,2,27.4199,261.869,12.207,0.916054,12.241323618421172
6,2,28.1807,260.956,10.626,1.59312,10.74476185563924
7,2,0.0,260.24,5.9691,0.43388,5.984848090336128
8,2,40.5938,262.375,-0.38873,1.93777,1.9763763775657712
9,2,205.746,263.886,1.17312,1.51686,1.9175700232325286
10,2,388.924,265.588,4.41121,2.90229,5.280346665532481
11,2,536.691,267.95,-0.497547,1.13686,1.2409688460267647
12,2,636.156,271.338,0.364654,2.62614,2.6513362365637447
13,2,677.449,274.652,3.22759,3.54527,4.794400544489373
14,2,655.852,276.402,5.14504,2.79384,5.854654434482021
15,2,577.628,277.075,5.57584,2.4744,6.100216968731522
16,2,444.467,276.975,5.69817,2.11108,6.076660276442974
17,2,271.046,276.322,6.51138,-0.260481,6.516588053250029
18,2,89.7593,274.36,4.15092,0.128757,4.152916470560057
19,2,0.962891,272.815,3.8642,1.14092,4.029111575322778
20,2,19.0938,270.632,2.92918,0.0670376,2.929947015257061
21,2,19.4033,271.074,5.4437,-0.543118,5.470726355057799
22,2,19.7549,268.989,2.22484,1.01812,2.4467287058437845
23,2,21.4541,269.569,1.86784,0.224529,1.8812866707232578
24,2,20.4971,268.529,2.40173,0.0549335,2.402358150301959
1,3,6.30469,267.579,4.72914,0.616451,4.769148453864799
2,3,7.62598,267.146,8.59275,-1.81667,8.782689932554833
3,3,7.52637,267.203,6.53403,-0.516209,6.5543893516162886
4,3,7.28516,267.577,5.44541,1.96775,5.790037144146832
5,3,7.40918,267.39,5.89354,0.934608,5.967185755887275
6,3,7.10938,267.579,6.24419,-0.85219,6.302073988156597
7,3,0.0,267.574,4.82555,2.18876,5.298735994565119
8,3,89.2344,269.188,4.51557,1.76394,4.847871362618856
9,3,294.879,271.807,4.0242,,4.0242
10,3,480.392,273.935,,,0.0
11,3,610.144,275.633,3.26759,,3.26759
12,3,683.859,277.283,2.01309,,2.01309
13,3,693.918,277.972,-1.71577,-0.863914,1.920992996420341
14,3,643.602,278.818,9.16261,3.96767,9.984779779294085
15,3,539.847,278.332,5.40739,1.41874,5.590410521571739
16,3,385.123,278.087,8.62981,2.09253,8.879881893189797
17,3,205.281,276.146,9.14858,1.0862,9.212835961656976
18,3,47.8609,274.463,12.5635,-2.62027,12.833836025245919
19,3,0.0,273.768,12.2158,-1.06318,12.261978688303124
20,3,3.86328,273.084,14.3203,-3.20933,14.675516724766457
21,3,4.62402,272.893,14.4916,-3.91323,15.01065753366254
22,3,4.9375,272.894,14.1731,-3.98091,14.721562690084909
23,3,5.49023,272.33,14.8249,-2.45516,15.026825035103057
24,3,3.44141,272.204,12.4467,-3.40893,12.90508212429894
1,4,12.8545,268.437,5.29359,6.35473,8.270712693655849
2,4,24.7578,268.327,6.97654,-2.08034,7.2801047305104065
3,4,26.3672,268.524,6.07016,0.361721,6.080927931446071
4,4,27.3008,268.152,5.90342,1.49021,6.088603578859441
5,4,20.5957,268.195,6.77049,0.503944,6.789218982713401
6,4,10.5049,268.318,4.26079,7.59215,8.70603658656452
7,4,0.0,268.65,5.01549,2.31376,5.5234613493442675
8,4,68.4258,270.406,4.88959,1.78738,5.206036653011579
9,4,248.426,273.614,,0.65797,0.65797
10,4,429.486,275.709,,,0.0
11,4,568.519,276.931,4.96681,1.07534,5.08188524975722
12,4,650.906,277.84,4.0795,2.03972,4.561006240776262
13,4,673.465,278.885,-2.8144,2.96519,4.088177967762656
14,4,640.93,278.919,-3.91844,0.881735,4.016419878925135
15,4,547.675,279.975,4.82633,1.616,5.089687344906364
16,4,406.576,280.643,-3.28865,1.01049,3.440393707499187
17,4,229.328,278.179,4.76919,1.52468,5.006977367484299
18,4,61.2593,275.408,5.78471,,5.78471
19,4,,274.492,2.00727,-2.32685,3.073005658211517
20,4,2.86328,272.14,1.73191,-1.46128,2.266021069297459
21,4,3.48047,273.083,5.18736,-4.25308,6.70800963445939
22,4,4.28906,273.873,4.84398,-4.04927,6.313535441676082
23,4,6.07031,273.531,6.29851,-2.51082,6.780519544437579
