hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,23.1943,285.091,4.24263,-1.30869,4.439885002226973
2,1,19.1807,285.217,2.28109,-6.27834,6.679889575711563
3,1,18.7832,284.966,2.22612,-7.33629,7.666600369035809
4,1,14.6592,284.614,-1.21654,-5.6019,5.732473565713147
5,1,15.5303,284.615,-0.00281143,,0.00281143
6,1,20.5283,284.322,1.48842,,1.48842
7,1,,283.846,2.92032,-4.10636,5.038894854231431
8,1,7.64143,283.999,3.19088,-1.84441,3.6855886127591613
9,1,74.6797,285.245,4.86501,-2.76723,5.596953115133268
10,1,179.734,286.245,0.676212,-2.72838,2.810928688768892
11,1,198.404,286.971,0.83069,-2.60401,2.7332972681726373
12,1,305.233,287.499,-0.614585,-1.94164,2.0365855277461344
13,1,329.187,287.722,-1.51727,-2.18807,2.6626600567477627
14,1,213.283,287.745,-5.26389,0.14713,5.265945800043901
15,1,146.213,288.24,-4.72563,-0.184589,4.729233764133572
16,1,142.734,288.364,-4.53112,1.29638,4.712923674196305
17,1,63.0242,287.467,-4.11896,3.30237,5.279344570919765
18,1,1.70312,287.114,-5.97712,2.0915,6.332482589348352
19,1,0.0,286.494,-6.05125,-0.803886,6.104413097382581
20,1,7.66211,286.494,1.97897,-0.992064,2.2137102884063213
21,1,7.25098,286.091,-3.63143,0.989346,3.763786571076527
22,1,7.32031,285.596,2.39466,0.298691,2.4132162831128503
23,1,8.56445,285.466,2.46866,-1.21394,2.7509875534433084
24,1,11.8975,285.467,2.47782,-0.258987,2.491318168875465
1,2,19.7227,282.762,-0.441944,0.115134,0.456695015400869
2,2,20.2529,282.637,0.496417,0.582992,0.7657085019463999
3,2,20.7168,282.065,0.727583,0.777476,1.0648220285404504
4,2,23.1309,281.746,1.00026,0.722322,1.2338027148957
5,2,20.0713,281.742,0.893673,-3.82744,3.930387816046783
6,2,19.8164,281.75,0.938128,-2.75839,2.9135544505781934
7,2,1.52539,281.713,0.625889,-0.419833,0.7536556164522361
8,2,24.0789,282.313,1.22848,0.444166,1.306310279357856
9,2,130.562,283.313,0.264911,-1.09194,1.1236150593156893
10,2,261.156,284.342,-0.0684166,-1.0648,1.0669957221824087
11,2,439.748,285.85,0.451784,1.4248,1.4947119530718955
12,2,525.873,288.225,0.117349,-2.19115,2.1942901153450514
13,2,540.046,290.262,0.849425,-2.11093,2.2754226630507572
14,2,495.424,291.072,0.762968,-1.63656,1.8056712886414292
15,2,398.463,291.935,-5.2354,-2.10109,5.641275773094239
16,2,263.64,292.31,-3.26598,-2.88478,4.357588898553878
