hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,7.26367,273.124,-6.00629,,6.00629
2,1,7.75098,273.555,2.31018,,2.31018
3,1,7.93652,273.523,1.6872,-7.46905,7.657241784252343
4,1,7.82422,273.1,5.21329,-5.67027,7.702619976150972
5,1,7.67578,273.46,5.44311,-0.697088,5.487565776539174
6,1,7.62793,273.465,-3.66365,,3.66365
7,1,0.0,273.336,7.98977,,7.98977
8,1,1.92383,273.335,10.0211,,10.0211
9,1,93.2812,274.138,5.75236,2.0884,6.119727128688011
10,1,238.501,275.388,4.4487,,4.4487
11,1,351.996,276.735,6.92323,,6.92323
12,1,421.156,278.366,3.15706,4.32238,5.3525691689131865
13,1,436.652,279.883,2.45985,-6.4753,6.926786564670518
14,1,397.125,279.986,1.94771,-6.1946,6.49358478839693
15,1,307.195,280.392,0.395997,,0.395997
16,1,177.905,280.137,2.4347,,2.4347
17,1,47.2284,277.857,3.68638,,3.68638
18,1,,276.109,9.44683,-3.07454,9.93455551398753
19,1,0.0,275.582,3.01129,-0.283983,3.0246510225791337
20,1,9.42188,275.233,2.01771,-1.00564,2.2544324016700967
21,1,8.74707,274.163,4.17981,-1.36361,4.396617321100393
22,1,8.61133,273.466,6.39151,3.01567,7.067224747310645
23,1,8.86914,273.216,7.66372,,7.66372
24,1,9.10645,272.498,7.08236,-1.60043,7.260936534256445
1,2,24.0205,264.783,1.32671,-3.58449,3.8221365732009107
2,2,24.5664,264.072,-0.0692186,-5.17753,5.177992672405588
3,2,24.7393,263.966,1.83271,1.45575,2.340520029096098
4,2,24.9365,263.767,-0.277919,1.19106,1.223054738824473
5,2,25.0615,263.276,-0.0422382,-2.56232,2.5626681111566594
6,2,25.2412,263.223,0.319261,-4.84834,4.85884022599231
7,2,0.0,262.937,1.74563,-5.8947,6.147740413103013
8,2,3.43555,263.311,0.156836,-3.81931,3.8225287974057176
9,2,64.6953,263.975,0.0277538,1.20754,1.2078589011198453
10,2,160.72,264.813,0.102025,-3.68096,3.6823736396820186
11,2,293.262,265.862,5.17274,-4.41063,6.797859670844934
12,2,411.531,267.926,-0.112956,-4.04921,4.050785193272534
13,2,440.855,270.112,-0.941516,3.44267,3.56909359742162
14,2,411.281,271.512,2.7607,1.26975,3.0387052427802206
15,2,327.773,272.773,4.42969,3.72451,5.787411186031281
16,2,200.093,273.406,2.40149,-3.0588,3.8888830864529726
17,2,64.0409,271.633,1.85972,4.12828,4.527831074234109
18,2,0.0,271.058,1.19293,-2.62923,2.8872014785601645
19,2,0.0,270.473,0.987368,2.23652,2.4447734614528196
20,2,23.0293,270.132,-0.132684,2.47434,2.4778949694157744
21,2,22.3643,269.271,0.679813,-1.6224,1.7590700597102438
22,2,21.9336,268.34,0.314364,-2.45748,2.477505332970244
23,2,22.3896,267.586,1.46694,1.76109,2.2920189684424517
24,2,22.4365,266.594,1.264,3.49528,3.7168102290001306
1,3,5.37891,273.706,-8.74165,,8.74165
2,3,5.54004,273.71,6.36145,-4.31571,7.687223094629165
3,3,5.69629,273.645,4.74872,-3.34552,5.8088592433282455
4,3,5.2002,273.335,,,0.0
5,3,4.29492,273.524,-1.79956,,1.79956
6,3,4.43262,273.459,4.40959,,4.40959
7,3,0.0,273.023,7.32424,,7.32424
8,3,,273.323,5.3458,-4.18307,6.7879048509020805
9,3,130.438,274.443,7.49162,-5.26658,9.157578016091373
10,3,277.876,275.627,7.51365,,7.51365
11,3,387.746,276.377,7.58436,,7.58436
12,3,453.625,277.824,6.92074,-1.88954,7.174050707877663
13,3,456.418,279.016,3.55409,-2.56808,4.384813635093287
14,3,398.859,278.758,4.54781,-2.29812,5.095481462089721
15,3,296.429,279.262,3.48047,-3.56797,4.984383747445616
