hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,10.4473,283.11,4.01741,2.4931,4.728121267279425
2,1,9.43457,281.874,2.76901,1.98351,3.4061309869410485
3,1,10.7275,282.712,-0.121222,0.834896,0.8436504632251439
4,1,10.7979,282.0,4.20342,-0.564837,4.241200364633697
5,1,10.6357,280.876,0.243413,1.34111,1.3630208804963335
6,1,9.4668,281.651,4.91056,,4.91056
7,1,10.0718,283.315,1.48679,4.28876,4.539163672054578
8,1,114.75,285.76,0.602727,0.319005,0.681941365920854
9,1,296.489,287.363,4.45079,-0.543988,4.483910633391794
10,1,469.393,288.823,2.37281,0.421207,2.409905108702208
11,1,594.34,289.057,2.17731,-0.513125,2.2369568841899925
12,1,661.082,289.22,1.32297,-1.43134,1.949098205966031
13,1,675.071,289.59,-3.10444,-1.98527,3.684948396721452
14,1,662.323,289.941,-3.55369,-2.38319,4.278820771217228
15,1,579.437,290.164,-4.94099,,4.94099
16,1,441.539,289.936,-4.96984,-3.0251,5.8181216587142615
17,1,272.084,288.287,-3.51603,-2.14769,4.120077583856887
18,1,97.5933,286.55,-4.71377,-0.166193,4.716698816561113
19,1,2.75391,285.16,-2.93931,,2.93931
20,1,0.0,285.245,0.426593,-1.7526,1.8037705917463562
21,1,19.0703,284.626,1.15442,-1.53039,1.9169713322060922
22,1,23.4717,284.303,-3.81447,2.44561,4.531135580955397
23,1,25.9434,284.182,-0.959397,-1.00436,1.3889498238629787
24,1,19.29,282.461,5.19614,0.704546,5.243687249037265
1,2,19.7715,276.337,0.0349922,4.93548,4.935604044538099
2,2,20.0498,274.651,-1.03275,1.06163,1.481091090851606
3,2,22.7168,273.878,0.0623722,0.362728,0.36805148188377124
4,2,23.6494,274.676,0.295215,-0.0638599,0.3020430152362574
5,2,20.2383,274.0,-0.939204,1.8997,2.1191895251760755
6,2,16.4326,273.561,-0.443933,2.47315,2.51267734319172
7,2,4.64111,273.429,-0.381373,0.816594,0.9012608534519849
8,2,81.6012,277.58,-0.807429,-1.49203,1.6964949486930399
9,2,248.208,278.959,0.0855598,-1.14409,1.147284797892851
10,2,415.175,280.217,-0.270741,0.0584145,0.27697101453265827
11,2,554.715,282.164,0.921452,-0.399356,1.004270383432669
