hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,22.6875,296.277,6.14217,-2.45966,6.61635697529237
2,1,23.6904,295.653,0.945394,,0.945394
3,1,24.5674,295.183,0.333601,-0.738855,0.8106764695154289
4,1,24.5977,294.814,4.29797,-1.01889,4.417089873774361
5,1,0.0,294.363,3.93685,-3.59695,5.332620108820804
6,1,45.4844,296.693,0.057272,1.19467,1.1960420105013034
7,1,189.529,298.187,2.63991,-5.0362,5.686161732495831
8,1,359.578,299.943,-0.161666,-0.912689,0.9268964916736928
9,1,524.258,300.718,2.749,-3.07938,4.127902879719919
10,1,666.02,301.437,0.817554,-3.10175,3.207685708640421
11,1,774.075,301.548,-1.98594,-1.65087,2.582504489928333
12,1,838.453,301.276,-1.74729,-1.87977,2.5664289581050164
13,1,851.529,300.769,-3.50389,-1.21172,3.707493828787851
14,1,786.678,300.583,-3.44989,-1.15294,3.6374457598292786
15,1,711.197,299.895,-3.58676,1.37881,3.8426506884831464
16,1,535.613,300.163,-3.40438,-1.01321,3.5519568815654283
17,1,316.537,299.805,-3.0933,2.72426,4.121904588609494
18,1,159.518,298.284,-2.91033,,2.91033
19,1,70.6016,297.437,-1.25439,,1.25439
20,1,8.16797,297.805,1.69369,4.48617,4.795237959163237
21,1,0.0,296.977,0.228184,4.07629,4.082671686770319
22,1,33.6826,296.42,-0.650337,4.53356,4.579967738660284
23,1,30.6689,296.288,,4.10648,4.10648
24,1,28.0996,295.527,0.48182,1.96908,2.0271720594956903
1,2,13.1094,294.208,-0.086833,0.864075,0.8684270697727011
2,2,13.9795,293.823,-0.581462,2.66593,2.72860418938768
3,2,13.4932,293.786,0.940535,2.65275,2.8145494575020353
4,2,12.6943,293.388,-0.731325,-0.24985,0.7728268099160381
5,2,0.0,292.872,-0.774573,-1.21512,1.4409996345346519
6,2,30.0625,293.79,0.74819,-0.441557,0.8687697395449498
7,2,152.771,294.628,-0.286852,-0.73151,0.7857422923605424
8,2,313.625,296.104,-0.626021,-1.43808,1.5684311839672789
9,2,500.086,297.2,0.0185308,0.205771,0.2066037148495641
10,2,654.551,298.189,0.272632,-1.12274,1.1553671775777605
11,2,771.95,300.277,0.109276,0.744642,0.7526174010345495
12,2,845.812,301.676,0.735136,0.714465,1.025126906641807
13,2,869.186,302.458,1.6587,0.426952,1.712767847755206
14,2,834.49,303.338,2.46955,0.971573,2.6537956396130054
15,2,758.384,303.721,2.1232,1.02871,2.3592843203183462
16,2,643.222,303.81,1.96525,0.75583,2.105584610363592
17,2,490.896,303.931,2.6523,1.8224,3.218048640092315
18,2,321.713,303.202,2.60383,-1.13347,2.8398388880005148
19,2,151.039,301.867,1.20704,1.64639,2.041456733242221
20,2,24.2227,300.114,2.16244,1.56625,2.6700722492284736
21,2,0.0,298.622,1.65006,1.18518,2.0315879592082644
22,2,28.6934,297.65,-0.591743,-0.428356,0.7305125876978439
23,2,20.4727,296.784,-1.24611,0.990273,1.5916754526689794
24,2,15.8154,295.817,0.154672,-0.67399,0.6915099042558971
1,3,17.9863,296.898,2.13338,1.46124,2.585833049908675
2,3,21.0508,297.076,11.9112,-3.81552,12.507392946189865
3,3,21.332,296.703,3.14757,-3.93954,5.04253629798537
4,3,19.8271,296.886,4.49231,1.30826,4.6789307927880275
5,3,0.0,297.197,3.26547,-1.10623,3.4477585666342705
6,3,58.7109,297.386,2.99135,1.78061,3.481199045530146
7,3,228.537,298.445,2.90602,-0.275944,2.9190918676081434
8,3,412.25,300.517,3.4858,-1.79404,3.9203802317632404
9,3,582.618,301.579,2.55271,-2.89335,3.8584715324335357
10,3,721.942,301.239,2.77947,-2.88544,4.006397069001024
11,3,821.293,301.378,1.54873,-3.56395,3.8859109891246866
12,3,872.234,300.945,-1.71213,,1.71213
13,3,853.717,300.903,-2.33886,-4.29131,4.887290416549849
14,3,700.084,300.633,-1.82635,,1.82635
15,3,474.525,300.069,-1.67416,,1.67416
16,3,483.894,299.758,-2.79647,,2.79647
17,3,316.724,298.325,-1.53227,,1.53227
18,3,224.76,298.251,-2.88836,2.72591,3.971549926376351
19,3,91.0156,297.991,-0.952144,4.18545,4.292385106119441
20,3,9.10938,296.943,-1.45719,3.31185,3.6182527715183195
21,3,0.0,296.739,-1.29965,4.0509,4.254277956657276
22,3,27.6875,296.657,1.4356,2.98864,3.315556726946472
23,3,25.9648,296.522,0.865702,5.33012,5.399964737588941
24,3,22.4629,296.602,0.979867,2.33626,2.5334265581005107
1,4,24.0742,297.472,2.79793,-1.37274,3.116540933872039
2,4,24.3672,297.759,3.08358,-0.778411,3.1803127678454834
3,4,22.1084,297.247,1.82042,-4.3038,4.672967303159738
4,4,16.9951,296.453,0.31262,1.06314,1.1081506774802783
5,4,0.0,296.819,2.47836,-4.91189,5.501720790961679
6,4,48.6484,297.506,0.755514,2.33383,2.453072333441474
7,4,197.552,299.287,0.994886,2.75677,2.9307983529912116
8,4,370.828,300.999,3.39302,-2.06845,3.9737979469142615
9,4,538.321,302.057,2.28562,-2.51884,3.4012664891184285
10,4,681.52,302.032,0.854663,-2.14716,2.311005172899663
11,4,789.043,302.054,1.64004,-2.27928,2.8079972435883906
12,4,816.734,301.596,-2.89816,-2.63612,3.917711071531437
13,4,751.795,302.424,-3.81493,-1.52666,4.109060921974752
