hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,12.7109,281.986,1.79712,4.78351,5.109951879861492
2,1,24.6758,282.51,2.30945,6.13659,6.556774826894698
3,1,11.5234,282.391,3.42148,3.92056,5.203586849856548
4,1,11.8203,282.164,1.50859,4.62856,4.868204131063117
5,1,0.0,282.159,2.73943,2.30513,3.5802375677879255
6,1,16.2412,282.687,3.0656,4.89324,5.774227312602094
7,1,151.864,284.139,5.21673,5.87545,7.857174084580283
8,1,342.589,285.938,3.55966,9.00701,9.684906218219151
9,1,528.477,287.994,3.7523,0.176324,3.7564405283427553
10,1,686.268,290.739,0.713193,2.11088,2.228106512186749
11,1,800.378,291.375,-0.278731,0.927859,0.9688205686513887
12,1,862.873,293.237,-4.63432,0.969647,4.734673924042605
13,1,870.171,295.569,5.58209,3.569,6.625518075448893
14,1,823.366,295.917,9.4206,3.55148,10.067805845883203
15,1,721.897,296.49,6.27813,0.34986,6.287870729945075
16,1,578.666,296.314,5.50024,2.26764,5.949355530408315
17,1,407.112,294.763,10.1302,5.63573,11.592342501535228
18,1,224.432,293.959,5.28696,0.984571,5.3778551575550075
19,1,61.8382,292.325,10.0746,-1.22854,10.149230300451359
20,1,0.0,292.692,11.0813,2.96623,11.471431039887744
21,1,0.0,291.998,13.9451,5.7313,15.07692321728807
22,1,14.0664,290.827,11.9558,1.06873,12.003471891619524
23,1,12.459,290.733,10.7896,3.04972,11.21232626346558
24,1,11.2939,290.338,16.8457,2.59126,17.043832810656177
1,2,8.98633,280.261,4.83326,-0.802429,4.89941777435248
2,2,19.3838,279.495,-0.526483,-0.450321,0.6928010914613227
3,2,10.4238,279.224,-0.0306692,3.34048,3.3406207851578484
4,2,12.2979,278.462,-1.53926,4.17152,4.446448072113291
5,2,0.0,278.007,0.0294724,3.52877,3.528893075067841
6,2,8.36133,278.598,0.0577908,2.44891,2.44959179551709
7,2,122.598,280.188,0.0761003,4.09322,4.093927359401982
8,2,305.417,281.64,0.431733,1.16765,1.2449095974362958
9,2,493.743,283.712,-0.27211,1.52349,1.5475999587102605
10,2,659.283,287.189,1.23272,3.42387,3.6390224477598374
11,2,782.3,289.874,4.53182,4.03821,6.069969729454999
12,2,855.092,291.66,3.75142,4.5634,5.907433586287703
13,2,871.015,293.189,4.52838,4.48014,6.370076910367723
14,2,837.866,294.225,7.07002,4.2673,8.258028341583723
15,2,751.037,294.35,6.21173,4.08814,7.436294658800175
16,2,620.135,294.1,7.09888,4.21589,8.256380910937915
17,2,449.158,293.387,7.4554,4.78368,8.858136570543492
18,2,262.846,292.321,5.89047,3.9001,7.064588935734336
19,2,87.6234,290.082,4.6391,2.3574,5.203708636155564
20,2,1.66797,288.457,3.72194,3.10393,4.846361398874418
21,2,0.0,287.375,1.75365,3.60239,4.006557379421889
22,2,11.04,285.824,1.89134,4.02478,4.447023841177377
23,2,10.5273,284.9,0.3892,3.48819,3.5098356252252043
24,2,9.67969,283.275,1.13574,1.41939,1.817848541463232
1,3,19.3027,281.051,1.27466,0.879211,1.548473473496075
2,3,44.8662,279.543,0.869025,0.483273,0.9943627321827785
3,3,8.03027,278.469,1.19003,2.01235,2.3378887748137207
4,3,9.01465,278.798,-0.798048,3.20277,3.3006993627417813
5,3,0.0,277.232,0.0509567,-0.145061,0.1537507040500628
6,3,22.7578,279.526,1.31756,0.527032,1.419058519802478
7,3,190.567,282.773,2.3427,3.80221,4.465987480289214
8,3,398.472,285.583,3.01181,1.7448,3.4807077608009553
9,3,590.883,287.195,2.21031,0.68316,2.313477443525223
10,3,747.643,289.509,1.24835,-0.555619,1.3664150890783517
11,3,854.55,290.39,1.64119,3.63929,3.9922345021554033
12,3,903.576,291.412,-0.330607,1.09709,1.145821738556657
13,3,891.171,292.172,-1.92865,1.56412,2.483175828832908
14,3,825.397,294.07,6.28974,2.87472,6.915550906905393
15,3,714.6,294.332,10.9188,3.07056,11.34233362909062
16,3,557.119,294.579,9.94263,3.63386,10.585878792830568
17,3,374.08,293.212,14.2083,4.58251,14.929004882781035
18,3,190.291,292.213,15.8104,-0.15459,15.811155752445803
19,3,44.9711,291.337,15.4184,3.04294,15.715805496493013
20,3,0.0,290.457,5.54128,4.30803,7.018896388984524
21,3,0.0,289.893,5.59642,2.9354,6.31953241754483
22,3,7.41016,289.768,13.0017,4.15271,13.648780283750632
23,3,6.00977,289.577,19.6578,4.07413,20.075548214106135
24,3,5.23242,289.824,8.88086,4.20161,9.824622177554717
1,4,17.9414,282.291,1.23072,1.78058,2.1645176956541614
2,4,42.7861,282.752,2.45399,5.23132,5.778302160886017
3,4,13.5518,282.258,-0.174224,4.60708,4.610373100799544
4,4,8.30664,281.973,2.11016,4.86781,5.30550180677568
5,4,0.0,282.51,0.814629,4.83638,4.904507305738366
6,4,17.9424,282.825,2.43279,4.79363,5.375626080839329
7,4,158.856,284.482,0.289968,6.66353,6.669836092583085
8,4,351.558,286.566,1.24912,0.479663,1.3380498376252659
9,4,540.102,288.781,2.62144,1.41656,2.9796962776766365
10,4,702.658,290.318,5.96026,3.22417,6.776427632351725
11,4,819.112,291.531,4.46541,3.5885,5.728631487371133
12,4,881.904,292.908,2.68697,2.31682,3.5478814373228427
13,4,886.234,294.242,3.18463,3.10855,4.450275422869915
14,4,836.585,294.91,2.02119,8.0964,8.344872795681189
15,4,735.975,295.742,9.85626,2.43775,10.15325003386108
16,4,590.76,295.819,9.24927,3.59479,9.923281245485285
17,4,415.44,294.482,13.2044,8.05614,15.467953033921455
