hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,15.1953,285.971,0.301222,1.2492,1.2850040207267837
2,1,15.1045,285.966,-1.05153,0.993254,1.4464677146123934
3,1,15.9053,286.086,-0.646202,5.14373,5.184161970627846
4,1,21.7666,285.721,-0.0227575,4.49519,4.495247606073135
5,1,0.0,285.456,0.135261,4.67351,4.675466956168228
6,1,21.4844,285.47,1.72142,7.17373,7.377376832540141
7,1,156.942,287.342,2.36588,1.70965,2.9189538017755607
8,1,343.257,288.845,1.41693,-1.35765,1.962372071601102
9,1,524.405,290.561,-0.751733,-2.76635,2.866669640155454
10,1,681.661,290.695,-1.96585,-2.28398,3.0134914738389424
11,1,796.838,289.942,-3.61109,3.30618,4.895998078073561
12,1,862.844,291.089,-2.10315,1.95489,2.871382042605964
13,1,876.996,292.067,-3.22618,2.87041,4.318274071952821
14,1,837.443,292.169,-4.25952,2.96148,5.1878583655300385
15,1,744.3,292.117,-4.68973,1.86426,5.046685330045851
16,1,604.53,291.746,-4.56976,-0.0607719,4.570164075985632
17,1,432.517,290.866,-4.5936,2.91115,5.438378001067966
18,1,246.014,289.787,-2.92626,3.01571,4.202083339451992
19,1,75.7848,288.675,-3.56883,1.45596,3.8543958139376397
20,1,1.00195,287.673,-1.58294,1.05696,1.9033821174950656
21,1,0.0,286.968,-1.26257,-0.0168924,1.2626829998371563
22,1,20.0762,286.634,1.16009,2.21114,2.4969879670715276
23,1,20.5732,286.946,,3.62558,3.62558
24,1,20.6445,285.107,-0.35074,2.10347,2.132511333733071
1,2,16.0322,283.356,1.18794,1.0617,1.5932383166369055
2,2,22.9463,282.852,1.42943,0.0494061,1.4302835689530975
3,2,22.5605,282.9,-0.582237,-1.97345,2.057548256218794
4,2,22.9014,282.437,-0.195121,-2.18645,2.195139131613529
5,2,0.0,282.223,0.625983,0.0216503,0.626357287639483
6,2,11.5332,282.625,0.483623,-1.03184,1.1395547339768284
7,2,107.957,283.689,0.367341,-3.15266,3.173988734365798
8,2,286.679,285.188,-0.471743,-1.39281,1.4705309089403733
9,2,478.937,286.35,-0.00270939,-2.43578,2.435781506866774
10,2,652.676,287.813,-0.122584,-1.59893,1.603622144383146
11,2,783.916,290.313,0.555413,-2.0947,2.1670836833332023
12,2,861.203,293.075,0.440793,0.609187,0.751935681968877
13,2,886.403,295.047,0.37587,-1.68378,1.7252226944078843
14,2,846.896,296.604,-5.15845,0.280327,5.166061326526138
15,2,760.629,297.871,-2.67069,-0.335938,2.6917353911452735
16,2,638.218,298.225,-4.97699,-0.752666,5.033580789821099
17,2,472.845,297.395,-6.63559,-4.05027,7.774042817028988
18,2,280.819,296.157,-5.83056,-1.13908,5.940785567582792
19,2,100.582,293.71,-4.46824,-2.9371,5.347123068305049
20,2,3.41797,290.822,-0.795834,-0.590984,0.991268805023138
21,2,0.0,289.187,-2.33679,-1.80303,2.9515258231972155
22,2,21.1514,287.678,-0.584538,-2.9539,3.011180812147288
23,2,19.0156,286.292,-2.51057,-1.07608,2.7314666191077643
24,2,19.249,285.094,-1.24137,-1.22465,1.743779544380539
1,3,19.0508,283.901,1.78218,-7.50275,7.7115123753320916
2,3,21.1816,283.337,3.02073,-1.02725,3.1906194218991395
3,3,20.9834,283.901,0.672157,2.7492,2.830175908428485
4,3,19.8242,283.715,-1.19268,3.92244,4.0997586680193745
5,3,0.0,283.401,0.0634832,3.88444,3.884958716676696
6,3,28.5645,284.143,1.71214,7.25429,7.453599585683417
7,3,191.863,286.82,4.40445,2.04217,4.854857166941165
8,3,393.304,289.079,0.000425339,-2.93383,2.933830030832268
9,3,583.858,289.126,-2.03298,0.976327,2.255265414830148
10,3,737.833,289.492,-2.46975,4.14766,4.827292050218217
11,3,845.026,290.184,-2.76881,3.69045,4.613646065597143
12,3,899.156,290.931,-3.13782,3.38946,4.618912582415909
13,3,897.981,291.867,-3.37706,,3.37706
14,3,841.178,291.617,-3.75757,0.706108,3.8233389612436928
15,3,731.019,291.373,-3.34403,,3.34403
16,3,578.53,290.811,-2.68988,,2.68988
17,3,398.08,289.933,-2.90268,,2.90268
18,3,210.358,288.744,-2.4248,,2.4248
19,3,55.5504,287.0,-0.141583,3.1088,3.1120223626910204
20,3,,286.365,0.624088,4.57552,4.617885782708793
21,3,0.0,286.218,-1.29871,3.24092,3.4914481394544588
22,3,13.8242,286.317,,2.46749,2.46749
23,3,10.9062,285.52,1.2238,3.10751,3.339806108159574
24,3,14.5645,285.621,1.01352,3.17378,3.3316815992528452
1,4,18.292,284.895,3.10151,,3.10151
2,4,21.332,284.16,4.12474,-6.40909,7.621674008752932
3,4,22.1533,284.531,3.65946,-4.06281,5.46791300110929
4,4,18.9629,285.029,2.50507,1.61287,2.9793833828159815
5,4,0.0,284.775,-1.41552,3.41569,3.6973821883191897
6,4,20.5918,285.369,6.39378,7.75918,10.054118407936123
7,4,164.551,287.239,3.38345,1.85174,3.857029288208737
8,4,350.695,288.994,1.24652,-0.157947,1.256486914061981
9,4,533.952,290.159,-2.81277,-1.14233,3.0358842042805256
10,4,692.583,291.23,-2.96682,3.82002,4.836793743049211
11,4,808.901,291.319,-2.97633,-2.08494,3.633939332528819
12,4,874.844,292.32,-3.50598,2.31475,4.201185942433398
13,4,889.121,293.195,-4.20518,0.605766,4.248586974413493
14,4,848.365,293.285,-5.02563,2.50201,5.614001330334719
15,4,753.441,293.035,-4.50369,0.999512,4.613268673537668
16,4,612.483,292.534,-0.775329,,0.775329
17,4,438.283,291.855,-3.87241,2.43362,4.573627172442022
18,4,248.381,290.539,-2.51171,,2.51171
19,4,73.7145,288.682,-2.01951,0.818268,2.1789867277989554
20,4,,287.223,-1.71478,3.34603,3.7598387211820667
21,4,0.0,286.277,-1.495,2.68477,3.0729489017717166
22,4,14.2002,286.701,0.0121422,2.78145,2.781476502780644
23,4,10.4141,287.291,,4.43271,4.43271
24,4,13.2529,286.884,1.07797,4.58589,4.710881702293107
1,5,17.5283,285.878,-1.11772,12.1906,12.241732980195247
2,5,18.8809,286.192,-2.02272,4.79745,5.206430898504273
3,5,22.8389,284.789,2.95683,9.87518,10.308347281756664
4,5,25.333,284.32,1.07539,8.06599,8.13736187791842
5,5,0.0,284.172,1.49219,10.1716,10.280470687478273
6,5,20.7676,284.196,3.70726,8.43105,9.210123821648654
7,5,156.574,285.546,3.84439,2.34783,4.5046243107500095
8,5,345.617,286.5,1.6933,0.901624,1.9183823204398023
9,5,533.421,287.526,1.62229,1.99781,2.5735325216907596
10,5,697.536,288.151,1.22849,-2.40996,2.705012917104094
11,5,818.776,288.062,-2.91773,-2.53757,3.8668346044019
12,5,890.609,289.049,-1.59095,,1.59095
13,5,908.95,288.956,-2.67345,2.80206,3.8728381254707767
14,5,869.803,288.508,-3.69214,1.4649,3.9721316430350093
15,5,774.957,288.128,-2.71756,1.08643,2.926681140558363
16,5,632.937,287.904,-2.03119,0.863056,2.2069432424138142
17,5,456.814,287.745,-2.55893,2.48196,3.5648629968765984
18,5,263.569,287.279,-0.794912,2.71932,2.833123073596345
19,5,86.0973,286.778,-1.44383,3.28555,3.588799781458977
20,5,1.86328,287.105,-1.48333,3.95443,4.223480142465452
21,5,0.0,286.405,-0.855347,3.06612,3.183191848571022
22,5,19.6777,285.53,1.88275,1.81856,2.617614951840702
23,5,17.7344,284.45,2.38787,1.11386,2.634882774716932
24,5,18.3926,283.585,1.17953,0.812943,1.4325387750944125
1,6,16.1475,280.6,1.16206,1.84978,2.184506693054521
2,6,21.002,280.289,-1.11208,0.940519,1.4564676157611607
3,6,24.4766,280.02,2.26054,-0.447087,2.304328074986069
4,6,25.9111,279.655,1.06416,-0.434986,1.1496300821551253
5,6,0.0,279.212,0.945319,4.48601,4.584529826695536
6,6,18.082,279.512,0.130595,-1.36582,1.3720493163239433
7,6,164.676,280.77,-1.44223,-0.611643,1.566567755428727
8,6,352.914,282.49,-0.126528,2.11403,2.117813064385995
9,6,546.03,284.45,-0.507104,0.952889,1.079422027353991
10,6,708.911,286.683,-4.44485,-0.16289,4.447833705816799
11,6,827.963,289.09,-1.13355,-1.65867,2.0090101471620296
12,6,899.156,291.107,-0.972781,0.866511,1.3027448664577421
13,6,898.668,292.395,-4.17345,1.27178,4.36292439435982
14,6,849.396,293.56,-8.61987,2.3897,8.944988815359133
15,6,768.91,293.724,-4.37869,4.55615,6.319131976672112
