hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,8.22168,268.115,6.28536,-0.812362,6.337640124576655
2,1,7.93652,269.279,5.57773,1.03391,5.6727455293711175
3,1,7.7041,268.953,5.38146,2.26636,5.839220785447318
4,1,7.61523,269.454,5.49019,5.02783,7.444545704406683
5,1,7.57324,269.385,1.5732,1.23344,1.999082908135628
6,1,7.30664,269.334,1.16436,-0.291523,1.200299907993415
7,1,0.0,268.608,7.59455,2.05064,7.866531263021841
8,1,,269.656,7.4971,3.54622,8.293502559136279
9,1,112.766,271.212,1.09733,3.05412,3.24527072881447
10,1,250.859,272.96,7.53732,1.98219,7.793604427894708
11,1,362.757,273.898,7.17521,1.37726,7.3061948818588185
12,1,426.503,275.898,-2.01281,0.0577135,2.013637242450151
13,1,436.679,277.046,-1.46298,,1.46298
14,1,390.548,277.048,3.14944,,3.14944
15,1,294.345,277.564,0.713721,,0.713721
16,1,164.032,276.784,1.41873,1.62401,2.1564330022052625
17,1,38.631,275.081,0.599884,1.47124,1.588838554119329
18,1,,274.739,3.22156,0.557281,3.2694052894312446
19,1,0.0,273.956,2.9498,1.27793,3.214720069446172
20,1,10.9062,273.333,4.62063,1.56902,4.879758739661215
21,1,11.1836,273.465,4.39225,1.08943,4.525341731560171
22,1,8.33008,273.47,2.66547,2.25121,3.4889363400612514
23,1,11.4746,273.734,1.34567,2.95561,3.247531096232952
24,1,12.2607,273.706,0.562311,2.89882,2.9528547294306575
1,2,28.4238,264.411,0.636434,1.74965,1.8618064772838232
2,2,28.5283,264.351,-1.07901,3.39378,3.5611803195710268
3,2,31.749,263.786,0.649522,2.76489,2.8401576612195316
4,2,32.1494,263.364,4.91304,-0.416509,4.930663422773957
5,2,31.835,263.588,-0.663123,2.56059,2.645062052434498
6,2,35.959,263.088,-0.435249,2.08836,2.1332344413123
7,2,0.0,262.713,1.13655,2.90952,3.123628104128275
8,2,9.67969,263.088,-1.5527,2.5677,3.0006600240613728
9,2,39.2969,263.339,0.861979,1.65763,1.868353556835804
10,2,113.765,263.713,-0.0808401,0.976328,0.979669069304533
11,2,229.195,264.754,0.209389,5.16535,5.169592283325736
12,2,390.332,267.173,0.104379,4.06308,4.064420507531302
13,2,423.007,269.798,-0.0752811,-1.93085,1.9323169943146516
14,2,362.923,270.799,0.839872,1.93366,2.108180725645693
15,2,267.595,271.81,0.872901,1.60846,1.830054569514527
16,2,153.438,272.31,1.94998,0.00926685,1.9500020192063705
17,2,50.338,271.497,2.11942,2.32915,3.149107946530255
18,2,0.0,270.984,2.07019,2.36685,3.1444658622093518
19,2,0.0,270.558,-0.532619,2.17686,2.241071721021217
20,2,26.2637,270.585,0.0259037,-1.15559,1.1558802921469375
21,2,21.6826,270.275,0.553381,0.0718565,0.558026780498257
22,2,25.5879,270.148,-0.00444794,-0.183852,0.18390579673910118
23,2,27.7959,270.31,0.200161,-1.68404,1.6958936132673534
24,2,28.7305,269.976,0.407038,-0.221296,0.4633053561745213
1,3,5.64746,268.46,6.57003,-0.942245,6.637252431610914
2,3,5.53223,268.268,8.08554,,8.08554
3,3,5.80078,268.581,6.55089,,6.55089
4,3,5.60449,269.328,6.97359,,6.97359
5,3,5.0127,269.196,3.43746,-1.54,3.7666604906203056
6,3,4.30859,269.079,4.28643,,4.28643
7,3,0.0,269.076,5.39338,,5.39338
8,3,11.0352,269.696,6.06351,,6.06351
9,3,145.539,271.565,1.22819,,1.22819
10,3,292.094,272.944,3.43186,,3.43186
11,3,399.429,274.188,3.23576,,3.23576
12,3,454.238,275.649,-2.45226,,2.45226
13,3,450.429,276.963,-1.66024,,1.66024
14,3,389.954,277.024,0.0976849,,0.0976849
15,3,282.735,277.085,1.17564,,1.17564
16,3,148.985,276.264,-0.619357,2.55321,2.6272579617443355
17,3,33.5373,274.557,-1.1218,2.79253,3.009428357828111
18,3,,274.26,1.23328,1.95767,2.3137526633804226
19,3,0.0,273.765,1.5289,,1.5289
20,3,1.85156,273.707,2.10598,3.8366,4.376602714480719
21,3,3.53516,272.854,0.604162,3.01912,3.078976663868046
22,3,2.69727,272.132,2.01801,0.499253,2.0788501432544386
