hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,22.7832,281.591,2.84297,-3.68035,4.650532716087481
2,1,17.1992,281.568,2.62591,-3.52607,4.3964272964533375
3,1,17.6934,281.466,2.81196,-3.66213,4.617176104341267
4,1,24.6592,281.341,3.04824,-2.68998,4.065434724356056
5,1,26.4736,281.466,2.75091,-3.30311,4.298609251862747
6,1,,281.096,2.64867,-2.33266,3.529412903656924
7,1,27.2811,281.318,2.32678,-5.26098,5.752548628981766
8,1,70.4163,281.744,1.97269,-5.19154,5.553700874885142
9,1,273.734,283.466,1.89421,-6.73066,6.992125253433322
10,1,605.71,284.578,-1.05855,-7.52742,7.601485378457292
11,1,735.885,284.722,-1.49323,-5.24875,5.457024133664794
12,1,799.123,285.227,-1.63728,-3.82409,4.159849772107161
13,1,792.437,285.721,-3.09755,-1.93396,3.6517142938762337
14,1,675.165,285.347,-4.72656,-2.60114,5.395025369096979
15,1,593.715,284.874,-4.40733,-2.59191,5.112979090217365
16,1,508.198,284.119,-3.72645,-1.07212,3.877611493806464
17,1,193.381,283.615,-3.70678,-1.67231,4.066551205198332
18,1,118.708,283.24,-2.05232,-2.99483,3.630568014966804
19,1,25.0601,282.591,-0.823092,-2.48635,2.6190488279075668
20,1,0.0,282.609,-1.54522,-1.99736,2.525302322099277
21,1,23.4346,281.563,1.54428,-1.99895,2.525985316841727
22,1,29.5244,280.961,2.50938,-0.616282,2.583948816815844
23,1,19.7773,280.84,1.73762,0.858408,1.9380886354509175
24,1,23.0635,280.091,4.85364,2.85298,5.630036956361832
1,2,27.9736,281.71,-2.70146,-0.628595,2.773628995670654
2,2,23.4941,281.258,-2.30866,0.353813,2.335614401944165
3,2,22.667,280.4,-0.999567,-2.1675,2.386878806619431
4,2,26.0625,279.738,0.388568,-4.34085,4.358206490418278
5,2,26.4609,279.529,0.81683,-1.58632,1.7842708290223208
6,2,1.03662,278.964,1.39233,-0.90053,1.6581728226575179
7,2,58.035,279.314,1.23156,-1.58178,2.004686509656809
8,2,226.916,280.938,-0.24167,-3.67738,3.68531247702281
9,2,423.234,283.072,-0.207355,-4.07197,4.07724610207981
10,2,597.178,285.1,0.174358,-2.2491,2.255848293251122
11,2,730.494,286.56,1.21624,-2.94504,3.1862988464988655
12,2,812.702,288.625,-0.463448,-0.383175,0.6013377830545824
13,2,839.765,290.06,-0.48964,-4.61609,4.641986020842803
14,2,778.571,290.41,-0.0175743,-3.78767,3.787710771022583
15,2,696.074,291.279,-3.60557,-1.43566,3.8808832320104663
16,2,341.511,289.179,0.292596,-1.12974,1.1670153755696622
17,2,59.1001,285.883,-6.38257,-7.64985,9.962801053288176
18,2,57.6537,284.387,-0.286211,-12.6081,12.61134815737481
19,2,2.7046,284.015,-1.41196,-1.98928,2.4394396815662405
20,2,0.0,283.781,-3.93878,-4.49541,5.976846907567568
21,2,17.2744,283.032,-2.38931,-4.54289,5.132898969218077
22,2,20.2852,282.65,-2.23232,-4.43855,4.968297362769262
23,2,15.2695,281.9,-5.02752,-2.57226,5.647342636851424
24,2,13.8037,280.875,-1.474,-3.46489,3.7653869272758675
1,3,23.7158,280.329,2.26778,-4.43524,4.981383340599276
2,3,20.6719,280.21,2.18206,-5.03242,5.485128704050617
3,3,21.1416,280.085,1.51508,-5.03078,5.253971337455125
4,3,20.2773,280.023,1.66201,-4.42777,4.729421149887162
5,3,21.6523,280.021,2.05023,-3.77528,4.296065890009137
6,3,,279.71,2.57885,-5.50795,6.081774455288523
7,3,42.5936,280.207,2.79992,-7.36742,7.881524564625806
8,3,90.5335,280.771,2.30472,-7.70863,8.0457883861869
9,3,223.141,281.837,1.18278,,1.18278
10,3,452.803,283.082,-0.342243,-8.13826,8.145453093514751
11,3,524.385,283.207,-1.57038,-7.405,7.5696841641114725
12,3,614.342,283.837,-2.52595,-6.74987,7.207022160323915
13,3,623.797,283.968,-3.77187,-5.41052,6.595508317582504
14,3,665.68,283.84,-4.07763,-4.95564,6.417587882257632
15,3,599.402,283.346,-3.67198,-4.79699,6.04107193968918
16,3,520.745,282.533,-3.15711,-2.55161,4.0593173248959
17,3,299.85,281.904,-2.7351,-3.33344,4.311913060765488
18,3,117.044,281.338,-1.87557,-3.81222,4.248621441514882
19,3,21.1577,280.779,-0.120943,-2.27834,2.281547800255125
20,3,0.0,280.652,1.23603,-3.56963,3.7775691254826826
21,3,12.582,280.152,1.73227,-2.68059,3.19160180802681
22,3,10.208,279.21,2.775,-1.85407,3.3373942777112804
23,3,7.80957,279.02,2.41779,-4.60351,5.199808919970041
24,3,6.16016,278.96,1.7091,-1.16801,2.0700894111366304
1,4,23.1924,281.198,1.84786,-2.35906,2.9966232100816415
2,4,21.0088,281.421,0.584892,-5.34101,5.372940207350534
3,4,20.5654,281.032,1.9184,-6.0508,6.347632566555817
4,4,20.1914,280.823,2.15029,-5.94193,6.319041003902412
5,4,21.4219,280.948,2.93206,-5.83925,6.5340505359309855
6,4,,280.662,2.6018,-6.53481,7.033712033919216
7,4,45.0076,281.162,3.08752,,3.08752
8,4,106.018,282.037,1.94534,-8.61928,8.836081452431275
9,4,163.047,282.608,1.45329,,1.45329
10,4,316.881,283.877,-0.0961494,-8.17537,8.175935380372104
11,4,491.01,284.079,-0.702214,-8.45578,8.484887737041428
12,4,585.967,284.827,-2.11726,-7.06091,7.3715154436316555
13,4,675.656,285.255,-2.82607,-5.55505,6.232595939686769
14,4,740.508,285.042,-3.45654,-5.01716,6.0925826409823935
15,4,663.527,284.541,-2.9044,-5.28136,6.027296475999833
16,4,538.98,283.792,-2.66444,-4.16392,4.943426977310376
17,4,294.85,283.035,-2.66577,-4.03559,4.836560383268258
18,4,95.224,282.572,-1.23543,-5.57687,5.712071977995376
19,4,11.8452,282.071,-1.62778,-3.84182,4.172439171611733
20,4,,281.696,1.82929,-1.62724,2.4483079711711104
21,4,12.2148,281.161,,-0.78215,0.78215
22,4,10.1309,280.321,3.55918,-0.716379,3.630559343137225
23,4,8.02734,279.858,2.14338,-0.663076,2.2436014811405345
24,4,8.14844,279.36,2.31311,1.29195,2.6494551656142438
1,5,28.8447,281.595,2.14034,-2.04998,2.96369251374025
2,5,25.9316,281.594,1.42376,-3.8415,4.096854255108424
3,5,25.4668,281.562,1.6186,-1.69241,2.3418192859612375
4,5,26.3887,281.502,2.12685,-4.09085,4.61069893237457
5,5,26.6982,281.495,1.98968,-3.412,3.9497557522459537
6,5,,281.127,2.48022,-3.63686,4.402072456014326
7,5,18.2655,280.972,1.9552,-4.74438,5.131466517906942
8,5,65.1194,281.489,1.19485,-4.5602,4.714137308405431
9,5,199.297,282.453,0.201337,-3.28047,3.286642665162886
10,5,314.538,282.552,1.28813,-4.91121,5.077328289661797
11,5,447.635,282.795,0.119075,-4.03147,4.033228138417786
12,5,565.936,283.504,0.587334,-1.95398,2.0403428799973793
13,5,631.031,283.913,-2.74648,-1.69275,3.22622921580287
14,5,675.087,283.999,-4.21923,-1.21443,4.390528671788854
15,5,698.386,283.87,-2.9337,-1.01671,3.1048824316067107
16,5,574.433,283.56,-3.48963,0.990379,3.6274464986462585
17,5,368.522,283.002,-2.53491,-1.60981,3.0028747799733506
18,5,170.872,282.862,-3.71004,-1.76925,4.110309278399862
