hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,4.29102,273.61,2.60815,0.291897,2.6244333257122388
2,1,4.00684,273.439,2.05192,-1.03822,2.2996252857367874
3,1,3.5752,272.455,4.90523,-5.65692,7.487457862272081
4,1,3.49805,272.666,3.28163,-2.6113,4.193802945644919
5,1,3.60547,273.125,4.10475,5.84194,7.139834418675268
6,1,3.37109,272.824,3.95603,-3.23808,5.112273021592254
7,1,3.10156,272.747,4.06006,,4.06006
8,1,,273.341,4.51705,,4.51705
9,1,87.6875,274.495,4.20727,,4.20727
10,1,216.418,275.618,3.36318,,3.36318
11,1,335.145,276.738,5.07363,,5.07363
12,1,412.522,278.137,3.03795,,3.03795
13,1,409.572,279.364,3.27044,,3.27044
14,1,338.497,279.489,0.980805,,0.980805
15,1,251.043,279.739,1.1832,-2.46034,2.7300613831194345
16,1,150.581,279.613,2.32725,-2.39461,3.339198948041281
17,1,52.2684,278.488,1.93532,-4.03963,4.47929392195913
18,1,1.09375,277.839,3.07539,-3.71364,4.821736793075706
19,1,0.0,277.465,1.14139,-3.08084,3.2854750398838823
20,1,22.8164,277.215,2.23356,-2.85844,3.6275983111695265
21,1,28.1904,276.72,0.76633,1.13472,1.369252039363097
22,1,27.9893,276.592,2.40734,2.24511,3.2917783624812893
23,1,25.6445,276.52,3.08089,1.24848,3.3242420944479965
24,1,29.7559,275.43,7.75264,1.03079,7.820866639554724
1,2,19.2275,271.6,-0.578378,-0.50449,0.767483726852889
2,2,20.043,271.838,0.38981,-0.919568,0.9987778245055304
3,2,21.0283,271.31,0.616166,-0.625183,0.8777894525710593
4,2,25.1084,270.838,0.312876,1.98831,2.012776204021699
5,2,27.6543,271.06,0.967545,1.80874,2.0512639310008356
6,2,30.6084,270.523,0.633279,2.68282,2.756549554105821
7,2,35.125,270.0,0.278814,2.00009,2.0194299330989427
8,2,5.26367,270.238,0.535121,-2.09505,2.162311029232612
9,2,31.5,270.254,3.44409,-0.931264,3.567773614706516
10,2,84.9338,270.375,0.926167,-0.761233,1.1988582035328448
11,2,156.738,270.839,0.845113,-1.57735,1.7894828876714637
12,2,279.819,272.19,-1.40492,0.0229235,1.4051070042001248
13,2,325.713,273.35,1.5634,-2.41604,2.877754131540775
14,2,240.575,273.898,1.21127,-3.22091,3.4411388000195515
15,2,174.887,275.06,1.96298,-3.65175,4.1459098570639465
16,2,96.2606,275.199,2.27012,-3.36384,4.058184860254643
17,2,41.0184,274.474,3.32301,3.98283,5.187034824348107
18,2,1.73633,274.568,2.41816,3.89573,4.585216463647054
19,2,0.0,274.556,2.17361,3.2717,3.9279258295059494
20,2,29.9375,273.939,1.13834,1.14058,1.6114405642157577
21,2,32.9932,273.646,3.0261,1.12446,3.2282644720654474
22,2,33.8164,273.706,1.19836,3.05272,3.2795069885578836
23,2,34.9521,273.303,2.19905,1.03852,2.4319425759873528
24,2,36.1982,273.194,2.11299,0.457548,2.161961357749948
1,3,14.7041,273.584,-4.03443,-7.06455,8.13538518617281
2,3,7.11035,273.649,6.75651,-3.66713,7.687539906693167
3,3,2.12891,272.234,5.22212,-2.87274,5.960131911459678
4,3,3.99805,272.402,4.75086,-5.40281,7.194513648308689
5,3,10.668,272.976,5.50417,-2.81821,6.183703986527815
6,3,8.07227,272.126,5.14597,,5.14597
7,3,5.37207,272.353,5.72315,,5.72315
8,3,,272.967,5.11618,,5.11618
9,3,118.117,274.519,-3.15894,,3.15894
10,3,266.981,275.831,,,0.0
11,3,376.91,277.218,,,0.0
12,3,430.272,278.285,-3.9684,,3.9684
13,3,402.244,278.971,2.19866,,2.19866
14,3,340.231,279.155,1.0145,,1.0145
15,3,249.59,279.152,0.840425,-2.35341,2.4989703497090554
16,3,141.315,278.899,0.850684,-2.60213,2.7376529737634754
17,3,46.3504,277.777,1.93239,-2.85408,3.446723626648937
18,3,1.04883,277.152,1.72236,-3.59743,3.9884867524538676
19,3,0.0,277.223,1.48562,-3.90799,4.180843530257979
20,3,16.4219,276.727,1.76236,-4.22466,4.577517327678837
21,3,19.5645,277.073,2.65988,,2.65988
22,3,22.9834,276.887,3.42883,1.10057,3.60112891935293
23,3,29.7842,276.445,4.34652,1.20355,4.510074136075814
24,3,28.1045,275.888,6.30733,-0.235811,6.311736572182096
1,4,16.7832,274.056,,-6.36386,6.36386
2,4,16.4873,274.013,6.09831,-4.6349,7.659744308141101
3,4,12.749,273.514,2.59322,-3.77313,4.578351227822086
4,4,7.10352,273.604,4.93983,-3.17234,5.870746247667327
5,4,6.34961,273.566,5.32497,-2.95737,6.091087162223178
6,4,7.25781,273.233,3.24412,,3.24412
7,4,7.2334,273.141,3.2627,,3.2627
8,4,,273.654,2.81051,,2.81051
9,4,98.9219,275.448,3.52124,,3.52124
10,4,235.059,276.741,,,0.0
11,4,343.832,277.785,,,0.0
12,4,410.71,279.041,,,0.0
13,4,395.916,279.952,0.955494,,0.955494
14,4,343.934,280.291,2.71127,,2.71127
15,4,262.199,280.452,,-2.62343,2.62343
16,4,155.464,280.412,0.79502,-2.08504,2.2314678133461836
17,4,54.034,279.072,1.65211,-2.46297,2.9657526317951737
18,4,1.02734,278.443,1.80146,-2.54616,3.1190044689291487
19,4,0.0,277.247,0.374784,-3.21658,3.2383406156635224
20,4,17.2773,276.602,1.95817,,1.95817
21,4,21.8223,277.344,1.63547,,1.63547
22,4,23.4834,277.203,4.10949,1.49511,4.373015203746723
23,4,27.6387,276.429,3.30696,1.55316,3.6535312270733367
24,4,29.8291,276.821,5.86055,3.07864,6.619975117181332
1,5,19.7539,275.34,-8.95777,-1.57871,9.095821493246225
2,5,20.4072,275.257,6.46208,1.87682,6.729110731649466
3,5,20.7207,275.595,4.75435,,4.75435
4,5,22.7832,275.2,-0.891714,,0.891714
5,5,22.7139,275.316,-1.43871,,1.43871
6,5,20.8643,275.157,5.75877,-3.68681,6.8378359068494765
7,5,21.8838,274.717,2.98487,-6.21182,6.891745542988366
8,5,0.548828,274.737,3.63522,-0.446119,3.662491858088015
9,5,58.9922,275.336,5.72387,1.02821,5.815488249579737
10,5,174.856,276.299,5.25283,-0.209476,5.257005155359466
11,5,295.238,277.203,6.48867,0.27519,6.494502898990808
12,5,382.241,278.255,4.42955,-2.06253,4.886199259485843
13,5,379.244,278.882,2.95354,-3.22122,4.370315414246436
14,5,305.465,278.828,1.35776,-2.34445,2.709235689285818
15,5,226.653,278.726,3.44248,-2.54335,4.280104878726689
16,5,124.612,278.449,2.47373,-3.32674,4.1456651023086755
17,5,47.2567,277.455,4.28932,-4.14607,5.965581489452641
18,5,1.11523,277.061,2.08759,-3.10573,3.7421372023216892
19,5,0.0,276.792,0.0398235,-2.92752,2.9277908500356116
20,5,29.2441,276.913,0.390294,1.60933,1.6559808136980332
21,5,33.3604,276.87,2.69309,0.682568,2.7782427580620093
22,5,34.7393,276.205,2.94152,1.0371,3.118992837503799
23,5,35.167,275.529,3.14144,0.485292,3.1787031316032013
24,5,35.7695,275.37,3.84444,0.467314,3.8727382158101005
1,6,25.8633,269.163,4.65356,-1.32431,4.838327980790471
2,6,30.4775,268.835,5.83903,0.775744,5.890335312563794
3,6,34.0342,268.305,6.41548,0.571594,6.440893053857982
4,6,36.5625,267.995,6.47499,-2.11179,6.810664615454207
5,6,36.9199,267.958,5.98415,0.42202,5.999012593994115
6,6,36.6631,267.487,4.1909,0.114461,4.192462776283291
7,6,36.3291,267.012,3.95411,-2.67666,4.774881637035624
8,6,4.88281,267.128,3.58541,0.982103,3.7174845219192236
9,6,30.5703,267.408,5.36694,-1.85021,5.676911308775221
10,6,74.5588,267.597,5.15566,5.01074,7.189460715742176
11,6,158.02,268.452,4.12148,-1.57637,4.412656769713684
12,6,315.975,270.328,4.71763,1.38816,4.917623511666992
13,6,325.635,271.498,2.32756,-3.47561,4.182989412573262
14,6,243.465,271.893,3.30942,-1.67843,3.7107126002022843
15,6,181.137,272.906,0.927339,-4.73182,4.821833482537634
16,6,107.151,273.421,2.73789,-3.75252,4.645153173201073
17,6,42.1942,272.623,5.23317,-0.532305,5.260172702670988
18,6,1.70117,272.162,4.81953,3.64866,6.044881240892992
19,6,0.0,272.387,3.39627,3.40744,4.810955961812579
20,6,31.3506,272.49,5.39469,2.73824,6.049846154548064
21,6,34.5654,272.35,5.84348,0.794872,5.897294295419213
22,6,35.6406,271.84,3.78039,1.15624,3.953256820610065
23,6,36.5859,271.575,5.25472,1.64105,5.505009298893145
24,6,36.9258,270.458,5.80294,1.07376,5.901446702394253
1,7,18.3887,273.524,5.30151,-0.670994,5.343804003529321
2,7,18.9688,273.624,5.96842,-3.31508,6.827282966363706
3,7,18.9434,273.225,4.37349,-2.65546,5.1165303274484755
4,7,18.9033,272.874,4.30213,3.83499,5.763286461473176
5,7,19.3564,273.25,4.32204,5.1896,6.753664036772928
6,7,19.291,272.976,6.16551,2.42061,6.623659587584495
7,7,18.9912,272.7,5.08594,2.98496,5.897183385752896
8,7,3.77539,272.951,4.71676,-0.73274,4.773335605758304
9,7,84.2891,274.075,4.68921,,4.68921
10,7,206.34,275.451,-1.4625,4.76318,4.982648890138658
11,7,320.004,276.827,5.85732,0.929976,5.930687392113667
12,7,403.71,277.975,5.67808,-3.83889,6.854025745392265
13,7,394.104,278.951,1.54241,-1.24075,1.9795174085114786
14,7,315.403,278.801,0.523774,,0.523774
15,7,236.996,278.926,1.23544,-3.58192,3.7889923304224307
16,7,125.058,278.426,0.791114,-4.12996,4.205048271137443
17,7,45.8583,277.326,2.34743,-3.85896,4.51685730198553
18,7,1.16602,276.548,2.46747,-3.11501,3.9738766338425755
19,7,0.0,275.899,2.40408,-3.12967,3.946445863723459
20,7,28.8652,276.299,4.88883,-2.5313,5.505282777378469
21,7,32.9492,276.05,3.95871,-1.44976,4.215826007047729
22,7,32.957,275.327,3.39465,1.40233,3.672897773066928
23,7,34.8281,274.627,2.75765,1.28314,3.0415591038314544
24,7,35.3203,273.927,3.84835,1.68606,4.201499261704088
1,8,15.7979,270.367,,-3.56553,3.56553
2,8,13.4102,270.285,0.447427,0.71178,0.840726881174261
3,8,10.9297,270.476,2.28413,-0.263367,2.2992633676003718
4,8,10.6074,270.436,3.21913,-2.52927,4.093898470871011
5,8,7.29785,270.615,3.05641,2.27016,3.8072652276535712
6,8,7.17871,270.417,0.505837,-4.72196,4.7489764488960144
7,8,7.60645,270.269,-0.206537,,0.206537
8,8,8.15234,270.358,-0.119664,,0.119664
9,8,41.2656,270.301,3.11059,,3.11059
10,8,102.621,270.383,,,0.0
11,8,240.567,271.317,,,0.0
12,8,423.928,273.185,-0.416155,-3.51028,3.5348621843609402
13,8,430.119,274.9,2.9179,2.28952,3.7089138895908595
14,8,346.809,275.812,1.08041,,1.08041
15,8,227.293,276.949,2.36191,-0.884657,2.522149253265754
16,8,105.19,276.392,-4.66201,0.980882,4.764080891213331
17,8,43.1161,274.933,-0.178452,-0.903399,0.9208555095697696
18,8,2.06641,274.006,2.19501,-3.36647,4.018854209970797
19,8,0.0,273.954,1.92019,-2.82596,3.416603511925257
20,8,23.8701,272.916,1.66861,0.067337,1.6699681445072536
21,8,26.1787,272.979,1.76633,-0.563038,1.8538968305555732
22,8,26.7568,272.906,1.06066,-0.313488,1.1060173424246114
23,8,26.9619,272.852,2.54525,2.69477,3.7067617829312955
24,8,29.0176,272.863,1.52657,2.5181,2.944697535384577
1,9,5.74805,270.441,4.2434,0.480373,4.270503691501625
2,9,4.49609,270.344,1.06071,-0.400525,1.133810380850784
3,9,4.18359,269.954,-0.448287,-0.186218,0.4854259757089643
4,9,4.18262,270.094,-0.457144,0.696315,0.8329677160376626
5,9,4.13672,270.095,1.34792,-1.32359,1.8891211751764363
