hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,16.7656,291.275,6.79754,0.96909,6.866271585052546
2,1,15.7207,290.092,0.293391,-3.4538,3.466238987560004
3,1,15.9756,291.335,7.56359,-1.82755,7.781248787347696
4,1,16.4512,290.604,7.74911,-1.78769,7.952643669132925
5,1,0.0,290.79,8.46543,3.32273,9.094176143983576
6,1,35.8086,291.568,3.61148,-3.09174,4.754118637350145
7,1,182.848,294.072,3.91227,-3.45964,5.222543966545423
8,1,362.071,296.771,4.56233,-1.06431,4.684827724153792
9,1,534.773,298.148,3.22613,-0.468225,3.259930893059698
10,1,683.748,298.361,-2.64802,-0.87536,2.7889541140004437
11,1,791.027,298.421,-4.06289,-0.600556,4.1070357511514315
12,1,836.548,299.344,-3.33199,-2.39008,4.100565786144639
13,1,864.23,299.428,-4.67385,2.27932,5.200016681213628
14,1,820.108,299.447,-5.34646,3.07467,6.167514097308575
15,1,728.422,299.815,-4.33976,1.82813,4.709095046237652
16,1,580.119,300.275,-5.05767,8.46873,9.86404651458011
17,1,343.065,300.784,2.74251,8.21296,8.658757015975215
18,1,124.004,300.196,4.46291,9.38531,10.3923822805072
19,1,73.1329,298.029,2.9959,10.2604,10.688836464742081
20,1,3.79688,296.714,7.51822,12.6697,14.732444809277244
21,1,0.0,295.109,3.3906,10.9219,11.43608621732103
22,1,24.7197,294.596,-1.67031,0.97991,1.9365327531957728
23,1,22.4043,294.145,10.0769,1.85908,10.246955257850988
24,1,21.6797,294.231,0.580927,4.33835,4.37707172683165
1,2,13.1113,287.877,1.05487,0.460301,1.150924727122065
2,2,12.7871,286.476,-0.0401049,-0.94111,0.9419641368459895
3,2,12.8623,286.134,1.08214,-0.507723,1.1953282496155608
4,2,12.585,284.584,6.06307,0.855378,6.123111084063721
5,2,0.0,284.4,0.367773,1.58933,1.6313267080597313
6,2,23.2031,286.477,-0.276706,1.26471,1.294626430494913
7,2,155.418,288.032,5.71793,1.90267,6.026182590479648
8,2,332.196,289.729,-0.855155,1.15004,1.4331371447370276
9,2,508.163,291.012,1.16802,-1.19528,1.6712166223443328
10,2,663.638,292.725,1.47112,0.981574,1.7685252533893883
11,2,781.824,296.66,1.33359,2.83597,3.1338774910643843
12,2,850.673,298.401,2.92387,1.52984,3.299913059839607
13,2,858.917,299.326,3.90671,1.58547,4.2161710289076275
14,2,839.39,300.576,3.52317,1.394,3.788926345140533
15,2,742.188,301.038,4.16512,1.69337,4.496190228549055
16,2,630.166,300.475,4.58881,4.21971,6.234029972674177
17,2,456.861,300.601,7.83626,2.50397,8.226593252890288
18,2,288.644,298.886,6.60842,2.34527,7.012239746992397
19,2,116.281,296.662,4.50371,4.08853,6.0827198953264325
20,2,9.27539,293.799,1.68326,2.25855,2.8168088912988045
21,2,0.0,293.735,2.12692,1.22167,2.452807834971994
22,2,12.1328,292.835,2.14219,0.411551,2.1813647612678166
23,2,9.58105,291.627,2.17262,2.37568,3.2193373738705926
24,2,9.79102,290.977,2.98132,4.66062,5.53259864139809
1,3,10.7959,292.826,4.1076,,4.1076
2,3,10.3213,292.457,7.47113,-3.47724,8.240690595726793
3,3,10.2979,291.954,12.5431,-1.5004,12.632519850370313
4,3,10.6846,291.826,12.5499,-2.15683,12.733888080979037
5,3,0.0,291.762,9.17295,-0.501002,9.18662150665325
6,3,47.5625,292.006,6.33804,-0.451603,6.354108616573138
7,3,223.153,293.445,4.45035,,4.45035
8,3,417.071,295.445,6.1883,,6.1883
9,3,595.288,297.134,4.31353,,4.31353
10,3,741.263,298.323,6.30754,-3.21179,7.078181677217675
11,3,840.059,299.398,7.53574,-2.31735,7.8840020528980075
12,3,717.595,298.931,-0.684039,-1.57953,1.7212856748433714
13,3,380.855,296.621,-3.88333,,3.88333
14,3,797.968,297.189,-4.70632,6.40768,7.950334013411009
15,3,699.0,298.125,-5.67863,2.91798,6.384469121023297
16,3,537.9,296.688,-3.43951,,3.43951
17,3,349.658,296.145,-2.66862,,2.66862
18,3,210.363,296.995,1.65627,,1.65627
19,3,67.3438,296.248,4.57598,12.0377,12.878113769120072
20,3,2.9043,295.779,11.5114,,11.5114
21,3,0.0,295.082,13.8349,10.0488,17.09920581342888
22,3,16.8945,294.704,6.62656,,6.62656
23,3,19.1621,294.704,13.7537,8.27704,16.052216508993393
24,3,15.1807,294.701,6.1737,0.558077,6.198872609428992
1,4,10.248,293.791,4.61981,-1.96011,5.018433585113985
2,4,9.69141,293.716,8.26263,-3.133,8.836670386344622
3,4,9.84375,293.057,6.46935,-2.68546,7.004583130643822
4,4,9.93652,293.038,6.44686,4.60343,7.921715194609056
5,4,0.0,292.995,4.23691,4.31003,6.043820393509391
6,4,38.6289,293.075,4.32632,0.755428,4.391778250957578
7,4,190.91,294.732,0.189124,0.554036,0.5854261496311896
8,4,373.055,297.575,6.27375,,6.27375
9,4,548.867,299.322,-0.908639,,0.908639
10,4,698.966,298.822,-2.83357,0.49134,2.8758536020632204
11,4,805.887,299.143,-4.04873,-3.22214,5.1743985923486795
12,4,857.673,299.837,-3.49654,0.734919,3.5729396731768364
13,4,865.511,301.562,-2.99417,2.19191,3.7107308494419264
14,4,823.983,301.573,-7.51296,6.72018,10.079949761481949
15,4,717.829,301.102,-6.12199,4.06837,7.350537124387578
16,4,554.306,300.806,-5.19341,,5.19341
17,4,351.565,300.895,1.16146,,1.16146
18,4,199.121,299.614,0.987326,,0.987326
19,4,88.8907,297.956,2.83476,10.0045,10.398359702741582
20,4,2.75,296.735,9.01333,,9.01333
21,4,0.0,296.205,9.37009,9.38964,13.265139499368258
22,4,16.5596,295.411,5.99375,,5.99375
23,4,18.0479,295.713,5.91774,-1.46905,6.09735636240002
24,4,16.3643,295.087,4.69714,-0.120634,4.6986888321696725
1,5,10.2012,293.932,5.28924,1.30112,5.4469232629072355
2,5,10.5645,293.685,8.14105,-2.01728,8.387259010004401
3,5,11.4658,293.097,7.64757,-2.08682,7.927177594661293
4,5,12.2051,293.325,7.28231,-2.6705,7.75652043032828
5,5,0.0,293.201,4.47617,-1.99368,4.900087530983503
6,5,34.1875,293.417,7.2316,-0.646915,7.26047777885347
7,5,178.856,294.114,5.80289,1.29915,5.946538747422739
8,5,363.602,294.97,6.95197,2.32192,7.329474699274158
9,5,543.242,295.492,2.44878,1.52201,2.883233935791545
10,5,699.076,295.469,-2.53914,-2.50866,3.56939867977787
11,5,815.012,294.144,-4.55264,0.479033,4.577772775563353
12,5,875.314,296.246,-4.09322,1.13629,4.248011879985741
13,5,884.464,296.349,-4.62063,2.40041,5.206936696849694
14,5,782.202,295.352,-5.53054,5.44479,7.760967132754783
15,5,487.829,296.502,-4.77238,5.97852,7.649726286266718
16,5,381.337,296.056,-5.89751,8.76854,10.56730419414999
17,5,431.815,295.493,-5.8405,10.4962,12.01172987916395
18,5,215.348,295.805,-0.810526,3.63922,3.728387668292555
19,5,101.406,295.83,8.63848,3.12759,9.18722786908543
20,5,5.71289,296.552,12.0973,4.49098,12.904013664375903
21,5,0.0,295.99,11.9502,5.333,13.086182370729823
22,5,12.3828,295.937,10.1998,4.29143,11.065816349682477
23,5,9.29688,295.876,10.7175,4.62861,11.674280996365471
24,5,9.87695,288.425,-9.23157,-11.1499,14.475570961965543
1,6,13.1582,286.547,3.66278,0.952977,3.7847222475274194
2,6,12.4775,286.012,3.66156,0.653617,3.7194403902050914
3,6,12.7617,284.976,10.005,2.63046,10.345015457291497
4,6,12.6787,283.956,-1.03947,0.662507,1.2326448823359466
5,6,0.0,283.909,-0.975977,1.07859,1.4546090514736252
6,6,31.9219,284.515,-0.139499,0.0591393,0.15151708750332418
7,6,189.989,285.9,7.72282,1.04622,7.793364167084712
8,6,378.274,288.035,3.20539,-1.95689,3.7555217379480044
9,6,558.492,289.388,10.4498,1.94828,10.62986900193977
10,6,712.044,291.198,4.01995,-0.153192,4.022867856562529
11,6,825.184,293.567,-1.16983,1.05716,1.5767338058467573
12,6,888.267,295.03,0.662641,1.80035,1.9184246707601005
13,6,886.027,297.15,3.31003,1.89553,3.814358737953209
14,6,849.905,296.873,4.53001,-0.048378,4.530268317769269
15,6,408.969,297.936,3.26473,0.299812,3.278467509102996
16,6,494.744,297.577,3.46967,1.3828,3.7350697113842464
17,6,454.158,296.895,8.37923,2.71394,8.807778705014107
18,6,281.746,295.654,7.43752,1.33355,7.556127272148081
19,6,108.984,293.652,7.9373,0.968412,7.996158645983957
20,6,8.51172,292.2,9.56119,0.930429,9.606354789416276
21,6,0.0,290.882,4.40036,2.80858,5.220276788255581
22,6,13.708,290.602,4.54844,1.17815,4.698546994135528
23,6,11.5098,289.328,6.11598,0.441107,6.1318664977190265
24,6,11.874,288.462,0.225458,-1.39407,1.4121835839096841
1,7,10.0508,293.897,10.008,-1.68618,10.149052516979108
2,7,9.66113,293.847,11.3559,-1.41425,11.443625643671677
3,7,10.1846,292.998,8.62365,-2.6713,9.027911331670243
4,7,10.5078,292.423,10.6422,-1.91659,10.813405479685853
5,7,0.0,292.572,10.5992,3.06882,11.034522954455259
6,7,35.9453,292.697,10.9069,-1.07123,10.959379604836215
7,7,187.746,294.172,8.95182,-4.5988,10.063997354550526
8,7,371.868,296.851,9.34797,,9.34797
9,7,549.507,297.879,6.37994,1.10844,6.475513387925316
10,7,701.701,299.128,6.38323,0.949347,6.453439777305511
11,7,814.152,300.378,10.858,0.734893,10.882841160351878
12,7,839.533,301.627,9.48881,1.38922,9.58996597619095
13,7,877.449,300.875,-3.70755,-3.36229,5.005089514344373
14,7,776.03,300.703,-4.1658,-2.814,5.027174717473026
15,7,443.657,298.78,-4.35637,-1.57714,4.633069194011676
16,7,279.634,300.602,-1.54204,8.45018,8.589728132717589
17,7,432.065,301.377,10.3392,8.48542,13.375403142200986
18,7,258.152,300.027,10.0381,2.06598,10.248498669092951
19,7,92.9142,298.276,7.57012,3.15787,8.20236915478083
20,7,4.75,297.051,13.0866,3.52223,13.552313593364788
21,7,0.0,296.152,12.6523,2.33202,12.865419253580505
22,7,11.2998,295.775,13.3131,1.26311,13.372885944406317
23,7,8.54883,295.4,13.8377,1.62372,13.932638225705857
24,7,9.13867,294.001,-4.37806,-7.93704,9.064436735131421
1,8,11.1416,287.067,3.57049,-0.76089,3.650664656223576
2,8,10.6592,285.809,2.54339,-1.83222,3.1346232342181093
3,8,11.1045,285.104,1.8424,-4.57462,4.931691992044922
4,8,11.4297,284.902,2.08748,-1.66074,2.6675138421384057
5,8,0.0,283.665,2.51719,-0.267604,2.5313746062003544
6,8,27.8555,284.858,0.350736,-4.20697,4.2215651508174075
7,8,173.098,286.4,1.72282,,1.72282
8,8,357.555,288.941,7.65608,-4.41099,8.835858404620346
9,8,537.742,291.437,3.13531,,3.13531
10,8,693.466,293.385,0.911547,-1.64977,1.884849857709892
11,8,807.277,295.925,2.60996,-2.99118,3.9697668689735424
12,8,866.345,297.311,2.85209,-0.774359,2.9553424892863096
13,8,881.574,298.357,2.06052,-0.331036,2.0869421419138576
14,8,827.311,300.091,7.18967,-1.61088,7.367922982991882
15,8,757.532,300.408,6.96492,-2.47265,7.3908124471467955
16,8,619.884,299.635,5.14448,4.91014,7.111620721748313
17,8,415.768,299.301,6.94564,-3.28216,7.6820888614490785
18,8,249.73,297.925,7.60451,2.94195,8.153750188876282
19,8,88.5392,295.949,6.61016,,6.61016
