hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,13.96,282.966,4.8557,-8.28613,9.604049815931818
2,1,13.1514,282.846,4.73701,-8.54454,9.769771110507143
3,1,13.9053,283.096,4.18863,-7.54773,8.632082566206142
4,1,13.5771,283.841,4.07586,-7.3735,8.425030385084673
5,1,0.0,283.967,3.84068,-6.24658,7.332842870183432
6,1,21.3672,284.716,3.53411,-5.613,6.632925635954319
7,1,119.393,285.716,3.27302,-8.40669,9.021368891498673
8,1,260.435,285.721,1.41031,-6.98822,7.129108854863979
9,1,339.597,286.124,0.897386,-6.95597,7.013616775522882
10,1,384.86,286.624,1.06575,-6.7281,6.811985956569494
11,1,458.807,286.699,0.943508,-6.4508,6.519434636996064
12,1,615.21,286.954,0.474211,-6.79573,6.812255302425254
13,1,542.763,286.727,0.691099,-7.92312,7.953203654012702
14,1,554.907,286.829,0.196083,-7.82205,7.824507316463382
15,1,646.892,286.333,2.389,-6.34998,6.784509341168307
16,1,471.262,285.453,1.07356,-5.475,5.57926124801483
17,1,333.643,284.925,1.25333,-4.84682,5.006246118730082
18,1,211.573,284.453,0.789562,-3.89631,3.975504970182279
19,1,81.4351,284.318,2.64087,-5.79973,6.37268094523804
20,1,8.85156,284.095,1.09862,-3.02339,3.216807889274708
21,1,0.0,284.591,1.00218,-2.4323,2.630674446296995
22,1,34.2861,284.947,1.28509,-3.46143,3.6922830272068796
23,1,33.9043,284.452,0.553207,-3.47432,3.518087185850999
24,1,32.7432,284.698,2.41189,-2.86702,3.746600732997847
1,2,13.6738,286.1,-0.960707,-3.64502,3.769499799741207
2,2,13.2383,285.875,-0.465139,-3.10313,3.1377970116342775
3,2,13.5703,285.75,0.249176,-3.30066,3.3100521317006475
4,2,12.8965,285.565,-0.393383,-3.34811,3.3711408687251563
5,2,0.0,285.315,0.075058,-4.5581,4.558717946239271
6,2,31.8359,285.79,0.0277653,-4.48312,4.483205978569811
7,2,167.128,287.314,-1.80023,-3.84028,4.241294440533456
8,2,340.795,288.91,-3.90365,-4.71771,6.123338220823671
9,2,514.066,290.563,-3.58943,-0.221104,3.596233405066473
10,2,658.422,292.06,-3.44499,-3.89509,5.199969443006372
11,2,777.916,293.548,-3.81186,-3.30529,5.045316505800206
12,2,851.022,294.145,-3.61612,-3.78743,5.23650168139952
13,2,859.372,294.56,-3.73224,-4.67214,5.979841770247771
14,2,849.329,295.435,-5.113,-2.65847,5.762831920236787
15,2,764.408,295.31,-3.36051,-3.25379,4.677625126514522
16,2,630.746,295.048,-3.70964,-2.22061,4.323486752807276
17,2,438.784,294.835,-5.30917,-3.38979,6.299044557153092
18,2,273.62,293.835,-4.43456,-3.02326,5.367068419649596
19,2,137.216,292.456,-3.67993,-2.23723,4.3066324289170534
20,2,17.75,291.016,-4.46632,-2.79536,5.2689706653197455
21,2,0.0,289.706,-2.76589,-2.22332,3.5487038921978264
22,2,32.1133,288.925,-3.21296,-2.0005,3.7848529973567007
23,2,29.2852,288.585,-3.57082,0.0896435,3.5719450484984017
24,2,28.0459,288.125,-3.06516,-3.94515,4.995939786276452
1,3,6.17578,283.082,7.05785,-8.59912,11.12466230484773
2,3,5.69434,282.777,8.9372,-10.2955,13.633446522798263
3,3,6.11133,282.094,5.32779,-8.24109,9.813302740270474
4,3,6.53027,282.399,6.66082,-7.06881,9.712599955135596
5,3,0.0,282.213,5.27428,-10.2251,11.505246608760718
6,3,47.9688,282.957,5.10101,-9.66476,10.928306770845152
7,3,199.846,284.515,4.33112,-8.69184,9.711162805761212
8,3,373.342,285.458,2.55484,-8.53216,8.906456180277315
9,3,440.847,285.213,2.04094,-9.24649,9.46905557084232
10,3,406.204,285.338,1.57845,-8.03767,8.191193040784718
11,3,497.073,286.719,1.66031,-8.40734,8.569713832544235
