hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,33.5029,280.971,5.82094,-4.18015,7.166379595451248
2,1,33.71,280.452,7.72776,-7.55042,10.80403243210608
3,1,33.3525,280.096,4.56053,-6.59641,8.019417607844101
4,1,32.3457,280.096,5.67855,-6.32244,8.498186727537822
5,1,33.5928,279.845,9.00911,-6.96882,11.389842632121832
6,1,0.0,279.341,5.06057,-8.37646,9.786442196043463
7,1,4.78906,279.345,4.93467,-5.73899,7.568815906665983
8,1,27.9966,279.225,5.04635,-7.0769,8.691844564446605
9,1,41.0691,278.97,-2.40961,-6.23119,6.680864402770048
10,1,73.7406,279.369,-0.388811,-4.99209,5.007208459992554
11,1,80.5397,279.573,4.67504,-5.94407,7.562272619160195
12,1,76.4746,279.346,6.02594,-6.57861,8.921326269994838
13,1,81.3175,280.216,-6.59095,-2.25345,6.965533633900565
14,1,87.6781,279.865,-2.03256,-7.69196,7.9559756658250285
15,1,61.8113,279.587,-2.46821,-5.98037,6.469689787076348
16,1,63.2895,279.78,-0.147098,-2.50937,2.513677707762871
17,1,37.8972,279.49,-3.46397,-3.58644,4.986144806812173
18,1,16.7613,279.113,-1.36538,-4.3346,4.544559352060439
19,1,2.34778,278.841,2.62301,-1.17288,2.8732958348384527
20,1,0.0,278.768,-7.14983,1.39509,7.2846650669059585
21,1,30.0137,278.716,2.45466,1.23671,2.748600978625308
22,1,30.6797,278.716,2.05317,-0.838413,2.2177563904696567
23,1,30.1045,278.841,1.78595,-1.57176,2.379085307444859
24,1,28.8896,278.443,2.22734,-3.39294,4.058704882003617
1,2,20.8369,282.158,-2.0985,-3.87253,4.404564774288147
2,2,24.8145,281.944,-5.01052,-2.53138,5.613661494497152
3,2,19.3311,281.61,-0.750014,-2.87717,2.9733193923788273
4,2,18.9688,281.271,-1.67887,-3.10808,3.5325296549781435
5,2,20.8848,281.183,-4.03581,-3.81843,5.555913068164403
6,2,0.0,280.944,-1.45847,-3.30468,3.6122077242733424
7,2,11.873,281.086,-0.642476,-3.83274,3.8862155522019104
8,2,76.9966,281.863,-1.09427,-4.17358,4.314649099208417
9,2,205.78,282.6,-3.00873,-4.77416,5.643142734195193
10,2,191.241,282.717,-5.25942,-4.68936,7.046388858557268
11,2,141.462,282.339,-4.52467,-5.10227,6.819515947763448
12,2,133.49,282.338,-8.55365,-5.02002,9.917939762012068
13,2,164.802,282.685,-3.63294,-5.1099,6.2697153885643
14,2,217.631,282.898,-5.02816,-5.00837,7.096912218880828
15,2,309.78,283.548,-4.72895,-4.43643,6.484202283041453
16,2,272.461,283.898,-5.6388,-4.58408,7.267038935247285
17,2,239.991,283.108,-6.58409,-5.27247,8.434997393538424
18,2,103.535,282.398,-5.28579,-4.5182,6.953682992781595
19,2,13.4103,281.898,-5.5474,-3.7554,6.699005591877051
20,2,0.0,281.088,-6.1972,-4.58929,7.7114765475945
21,2,23.0723,280.463,-3.70842,-5.25059,6.428147030404641
22,2,27.0684,279.335,-0.181205,-4.86527,4.868643283803507
23,2,31.9014,278.0,-2.51141,-5.32469,5.887232268579184
24,2,31.7451,277.56,-2.44698,-0.938351,2.6207277080232885
1,3,30.8525,279.652,3.735,-7.06833,7.99446771141769
2,3,30.543,279.712,7.07639,-7.99964,10.68033405665291
3,3,28.5137,279.588,7.28563,-5.72971,9.26876373531012
4,3,26.6953,279.709,6.17904,-4.71746,7.773992807637527
5,3,27.2168,279.527,5.73568,-7.48054,9.426372778221749
6,3,0.0,279.148,8.46536,-7.47314,11.292038849968591
7,3,3.49609,278.896,-7.24697,-8.56516,11.219649727442475
8,3,18.7075,278.524,-6.21195,-6.56811,9.040375643445355
9,3,60.7957,278.777,-4.36078,-6.44213,7.779295671543793
10,3,117.569,278.833,-1.7018,-6.43741,6.658556205972884
11,3,125.352,278.652,3.52172,-5.96995,6.931292430773643
12,3,140.334,278.952,5.0401,-6.1792,7.974027881190283
13,3,135.755,278.646,0.336783,-5.46341,5.473780377142382
14,3,67.8969,278.657,-4.7142,-3.6778,5.979121547518497
15,3,66.4363,278.157,-1.52631,-1.63272,2.235038436917808
16,3,59.3832,278.276,-1.05432,-4.37656,4.501762776513218
17,3,34.0378,278.46,-3.20518,-4.10109,5.205008935679169
18,3,17.3238,277.779,-2.26089,-2.83314,3.624680103360847
19,3,2.42981,277.526,-3.55228,-0.419954,3.5770175510494773
20,3,0.0,277.398,-3.46721,-1.12884,3.6463440498257977
21,3,24.627,277.704,-1.66399,0.246965,1.68221711777196
22,3,25.8604,277.337,2.03071,-0.530796,2.0989348483733363
23,3,25.5098,277.404,1.4505,2.01954,2.486461755507211
24,3,24.0674,276.901,-1.33321,-0.296749,1.3658363273470948
1,4,30.9678,280.697,1.88051,-7.33835,7.575466888753458
2,4,30.8975,280.823,2.49143,-1.55628,2.937555256212213
3,4,29.6543,280.692,6.80711,-9.1633,11.415025774920528
4,4,27.0254,280.411,6.64974,-2.24529,7.018573163521202
5,4,27.0781,280.662,8.05257,-11.814,14.297359182901575
6,4,0.0,280.577,3.52004,-4.26708,5.531604950464196
7,4,3.01953,280.447,-9.96572,-5.1384,11.212436384586535
8,4,16.3481,280.982,-3.27494,-5.05639,6.02431007134427
9,4,45.0691,279.506,-5.62836,-6.03686,8.253612236421093
10,4,72.1469,279.634,-3.88783,-4.16836,5.700039227803612
11,4,93.1179,279.792,3.83227,-6.31223,7.384479732912807
12,4,96.8027,279.952,3.30475,-4.99658,5.990591311289729
13,4,106.411,280.036,-1.37757,-5.61673,5.783195915564334
14,4,95.8656,280.037,-4.78158,-3.92878,6.188604009370772
15,4,64.7019,279.192,-0.835395,-3.50967,3.607723425503263
16,4,51.3051,278.912,-0.233035,-2.6168,2.6271557911979637
17,4,27.7878,279.198,-3.91368,-3.26222,5.09499464875087
18,4,16.1988,278.816,-1.57583,-3.95423,4.256662434560674
19,4,2.15246,278.823,0.532193,-1.41947,1.5159566188215943
20,4,0.0,278.571,1.20905,-1.75042,2.127386208214202
21,4,24.377,278.498,-0.601,-0.0206127,0.6013533764778327
22,4,25.9277,278.156,2.71479,3.20163,4.197680240442333
23,4,25.6133,278.279,0.326968,0.872572,0.9318207811634166
24,4,24.0303,277.696,3.37138,-1.48669,3.68462348965264
