hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,18.3525,272.461,,-1.98294,1.98294
2,1,15.4385,272.369,,-2.02901,2.02901
3,1,12.5928,272.163,0.792382,,0.792382
4,1,13.7568,271.816,,0.808684,0.808684
5,1,11.708,271.864,6.85222,-1.28207,6.971127771982092
6,1,9.64355,271.459,0.384334,,0.384334
7,1,0.0,271.159,3.7673,-1.44672,4.03553565817476
8,1,20.2295,271.964,6.49168,0.952513,6.561188172699286
9,1,135.508,272.965,5.48676,-4.43488,7.054976676928138
10,1,275.443,273.966,4.44346,-4.43034,6.2747310131351455
11,1,402.285,275.119,3.32936,,3.32936
12,1,509.062,276.37,5.25077,,5.25077
13,1,563.451,277.245,-1.15564,-0.899581,1.4644964271588374
14,1,544.921,277.619,0.918487,-1.94266,2.148847655086093
15,1,459.057,277.966,-0.991376,-3.63772,3.7703889947558458
16,1,327.154,278.114,-0.779228,-2.32434,2.451479698382999
17,1,167.627,277.454,0.482294,-1.39342,1.4745259573286598
18,1,26.7936,275.421,1.52245,-1.65568,2.249251045325977
19,1,0.0,274.676,1.60559,-2.89047,3.3064688217190255
20,1,11.1924,274.538,1.97276,3.59211,4.098174748555752
21,1,10.6377,273.351,1.18709,1.21076,1.6956186026639362
22,1,8.5791,271.688,1.88161,-1.07169,2.1654042689992092
23,1,7.71191,271.7,2.05944,-0.990047,2.2850571493529435
24,1,8.24609,272.318,2.66097,-1.10816,2.882495433907918
1,2,22.877,268.862,0.745864,0.0873699,0.750963784694049
2,2,21.2754,268.729,5.44254,0.434857,5.459884821317113
3,2,20.1064,267.625,7.36172,-0.0255089,7.3617641949725074
4,2,19.6777,267.151,6.20147,-0.0511789,6.201681178576113
5,2,18.8145,266.623,6.02605,1.80924,6.29179052258576
6,2,19.2861,265.875,5.28375,2.1608,5.7085086233183535
7,2,0.0,265.325,5.45724,0.65924,5.496914206643578
8,2,11.3545,266.437,-1.16408,1.21081,1.679625881706995
9,2,120.5,267.416,-1.15338,1.09344,1.5893069112037486
10,2,284.998,268.564,-0.130762,1.50277,1.508448333070775
11,2,433.332,269.963,1.30007,-0.818222,1.5361214946038613
12,2,537.468,272.439,5.04569,-0.298654,5.054520925648245
13,2,580.983,274.986,-0.358762,-0.941085,1.0071500135873503
14,2,562.342,276.475,0.121612,1.18185,1.1880904431245964
