hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,37.7686,294.966,4.89147,-1.20484,5.037669916389918
2,1,32.6699,295.067,4.30375,-1.53422,4.569036558280093
3,1,18.6934,294.446,4.52614,-2.80764,5.326235600233996
4,1,24.165,293.835,2.0377,-1.40902,2.477409665436865
5,1,20.3037,293.841,3.60153,-4.9935,6.156789795900132
6,1,,293.841,4.0487,-3.78324,5.541198118421684
7,1,65.5909,294.87,2.51359,-4.65906,5.293861990239262
8,1,146.928,295.744,1.6715,-3.88298,4.227463297345111
9,1,282.402,296.873,2.03556,,2.03556
10,1,498.126,298.096,2.2948,-3.0332,3.8034733179029927
11,1,676.573,298.704,-2.18937,-3.23782,3.9085571953471527
12,1,735.539,298.977,-1.482,-0.980077,1.7767596702787354
13,1,752.244,299.472,-2.66197,-2.96528,3.9848425011912325
14,1,725.056,299.601,-4.42383,-2.15278,4.9198306472174425
15,1,632.958,299.352,-4.4913,-1.03914,4.609944428038151
16,1,394.024,298.823,-4.83406,2.99813,5.688314300432071
17,1,262.503,298.597,-4.86891,1.78452,5.185633637126711
18,1,118.125,297.995,-4.97324,,4.97324
19,1,30.0297,297.591,-4.91408,,4.91408
20,1,,297.317,-1.46316,,1.46316
21,1,0.0,296.813,-0.939719,,0.939719
22,1,18.209,296.567,-1.08471,5.17066,5.28321120339704
23,1,20.1494,296.371,0.511487,6.22245,6.2434367902357275
24,1,25.5156,296.27,-2.01322,7.37414,7.64401697460177
1,2,39.5137,293.594,-0.356084,-2.14869,2.177995530563826
2,2,36.2559,293.259,-0.486288,0.385706,0.6206811881956791
3,2,28.7354,293.194,-2.08519,-1.34182,2.479616552715359
4,2,25.7168,293.129,-0.558001,-3.01741,3.0685710394418115
5,2,25.4912,293.003,-3.33786e-5,-0.861668,0.8616680006464966
6,2,4.26465,293.085,-0.213505,-0.680214,0.7129344084984256
7,2,58.3722,294.1,-1.77938,0.249145,1.7967377146998946
8,2,184.084,295.06,0.0704288,-0.110522,0.13105467696133546
9,2,344.558,296.035,0.676181,-2.63029,2.7158141005711345
10,2,494.017,297.16,1.60144,-3.92969,4.243474233420064
11,2,644.636,298.386,1.5201,-1.96195,2.4819250215306665
12,2,731.773,299.636,2.14202,2.86367,3.576150940508524
13,2,759.275,300.873,-0.308948,-0.872504,0.925587433320051
14,2,731.993,302.06,-0.0214911,3.28716,3.2872302525042585
15,2,551.599,302.181,1.60489,0.639567,1.727633601082417
16,2,295.586,301.948,2.16105,0.799889,2.3043349398082302
17,2,301.347,302.133,1.6345,1.68784,2.3495518967667004
18,2,164.445,301.133,0.44033,1.09322,1.1785671288899924
19,2,58.6429,299.581,0.701641,3.56233,3.6307705961380985
20,2,0.0,298.772,1.38743,5.08683,5.272646532226487
21,2,0.0,298.457,0.379617,5.21275,5.226554470125515
22,2,43.7627,297.823,1.43922,2.72389,3.080735454481608
23,2,42.1191,297.4,1.79664,1.46171,2.3161414925906403
24,2,39.1006,296.98,3.78366,1.50402,4.071628563118202
1,3,34.9512,293.651,1.43542,-1.27906,1.9226089201915193
2,3,38.9688,293.652,,-2.64164,2.64164
3,3,39.6006,293.468,5.73903,-5.51076,7.956440229053443
4,3,35.1396,293.152,3.64512,-2.9305,4.677042876048925
5,3,36.582,292.908,3.51803,-5.30112,6.362264403127239
6,3,,293.082,3.36804,-3.53422,4.882049206019947
7,3,113.091,294.14,1.99698,-2.94031,3.554342698235498
8,3,270.42,295.274,2.85851,,2.85851
9,3,468.433,296.585,3.09171,,3.09171
10,3,572.111,297.343,-1.05481,,1.05481
11,3,619.073,297.283,0.282794,-2.1221,2.140859840446357
12,3,687.93,297.729,3.91106,-2.1915,4.483197806655424
13,3,749.65,297.98,0.350232,-1.97162,2.002485425221367
14,3,698.775,297.916,-3.96094,-2.71675,4.803100690814216
15,3,583.583,297.666,-3.29892,-2.27547,4.007572443175544
16,3,464.774,297.352,-3.3951,,3.3951
17,3,292.597,296.852,-2.71218,-1.78384,3.246229427813136
18,3,133.055,296.346,-3.65879,,3.65879
19,3,27.8343,295.84,-1.7466,3.57307,3.9771146305959046
20,3,,295.532,-3.44363,,3.44363
21,3,0.0,295.099,-4.33962,3.95542,5.87176712079081
22,3,16.9043,295.776,-0.947991,7.47193,7.531827458258786
23,3,17.2568,294.738,-2.00853,5.93632,6.26690417218103
24,3,15.3682,294.781,,7.04601,7.04601
1,4,28.6201,294.573,2.16052,-2.38502,3.2180999162238577
2,4,35.7129,294.745,2.01078,-3.16117,3.7464959598670324
3,4,37.1914,294.416,4.15504,-4.0176,5.7797462886877655
4,4,37.4658,294.281,2.72813,-4.53499,5.292336685907275
5,4,33.7158,293.99,2.65475,-4.71616,5.412010967108253
6,4,,293.537,3.37683,-4.7642,5.839570402769368
7,4,79.8136,294.656,3.38761,-3.5614,4.9152285269456195
8,4,232.74,295.729,4.23986,,4.23986
9,4,418.246,297.287,3.79874,-4.37736,5.795835242413297
10,4,567.595,298.256,2.81628,-2.23437,3.5949745945277556
11,4,667.401,298.291,2.6993,-2.34476,3.575488770448035
12,4,721.961,298.846,2.92718,-2.77256,4.031807498628871
13,4,751.447,299.134,0.905408,,0.905408
14,4,711.884,299.1,-4.85596,-2.98579,5.700463967581936
15,4,616.645,298.971,-4.64951,-1.6285,4.926454657266217
16,4,481.727,298.63,-5.18563,,5.18563
17,4,301.144,298.046,-4.71266,0.864598,4.791314431051671
18,4,141.242,297.541,-4.40635,2.38033,5.008182427927321
19,4,32.4828,296.919,-3.1885,2.90315,4.312170239276274
20,4,,296.661,-2.8572,3.21671,4.3024196754965685
21,4,0.0,296.406,-3.25857,8.16392,8.790214343876945
22,4,13.3174,295.991,-1.2478,5.29322,5.43830697997088
23,4,15.5742,295.997,-1.14427,6.49052,6.590614819825234
24,4,11.3271,295.738,,6.60851,6.60851
1,5,29.9463,295.028,2.40319,-1.85474,3.0356848722652354
2,5,28.0762,295.138,5.24223,-1.50687,5.4545057126929475
3,5,31.8262,294.41,4.04274,-2.50783,4.757410852186302
4,5,31.0791,294.483,3.82188,-2.80062,4.738168329512998
5,5,26.0645,294.429,4.17038,-4.68686,6.273653321948863
6,5,7.28711,294.358,3.26843,-5.22318,6.161513124006148
7,5,87.587,295.121,2.81632,-6.82605,7.384214037045514
8,5,236.787,295.869,2.5509,-5.65544,6.204118986898945
9,5,402.433,296.618,1.1669,-5.76359,5.880529338256888
10,5,565.705,297.397,1.04431,-4.24512,4.3716847084962565
11,5,669.104,297.78,0.986407,-2.62943,2.8083626714776355
12,5,747.727,298.248,1.63079,-4.23008,4.533547488501692
13,5,781.056,298.605,-2.77623,,2.77623
14,5,733.493,298.664,-2.50001,-0.0795422,2.501275067176907
