hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,18.4307,288.395,-3.67923,4.07427,5.489663871841335
2,1,16.7646,288.401,-3.83037,4.60898,5.992865005763103
3,1,32.2754,288.097,-3.04756,3.84429,4.905730073872797
4,1,32.333,288.382,-2.86952,1.5611,3.266676941541664
5,1,0.0,288.179,0.352324,2.88351,2.9049547537054683
6,1,37.5977,289.823,0.959314,5.42689,5.511026984391929
7,1,184.619,291.403,0.235349,4.94453,4.950127884479451
8,1,363.08,292.645,-1.38151,5.07177,5.256559788778208
9,1,536.052,292.433,-4.61667,7.02309,8.404607964503757
10,1,683.221,292.61,-6.0892,7.90381,9.977402926418277
11,1,792.388,296.35,-5.29459,8.89648,10.352779320477183
12,1,855.061,297.407,-7.79307,4.28942,8.895564285715663
13,1,862.119,298.259,-6.38933,4.71423,7.940245735605417
14,1,817.252,299.828,-7.0734,5.90972,9.217254365503862
15,1,447.408,297.988,-5.724,3.70387,6.817831691740418
16,1,288.415,299.013,-5.63856,2.88613,6.334280168298526
17,1,413.509,299.621,-4.33047,12.4663,13.197030200423882
18,1,253.904,298.662,-3.15686,12.7752,13.159464278594323
19,1,92.7284,296.76,-0.33622,12.4303,12.434846278840766
20,1,4.44922,296.186,-0.620041,11.1035,11.120798671484032
21,1,0.0,294.966,0.0247469,10.1566,10.156630148285386
22,1,32.8076,294.42,1.33528,5.58189,5.73937876869091
23,1,28.7998,290.404,2.24104,12.2334,12.43697454534663
24,1,26.4932,290.224,5.45685,-2.69043,6.084046803518198
1,2,11.8057,289.878,-0.082058,0.492242,0.4990347702595482
2,2,11.5918,288.825,-0.581833,0.48837,0.7596281305935161
3,2,20.5684,289.501,0.225385,3.17046,3.178461107175137
4,2,21.7959,288.26,0.149521,2.3404,2.345171356093409
5,2,0.0,288.09,-1.01828,2.54318,2.739463208513668
6,2,20.5703,289.065,0.960779,3.36488,3.499359041487598
7,2,103.76,290.099,-1.5503,2.20674,2.6968743978168503
8,2,213.377,291.825,-0.717446,-0.827153,1.0949478747068282
9,2,403.974,292.475,0.226102,-1.3192,1.3384359358609585
10,2,574.237,293.601,0.915685,-0.784173,1.20557302273815
11,2,771.576,296.071,0.471522,-1.12452,1.2193761629964726
12,2,854.545,298.487,0.849993,1.07164,1.3678086085593262
13,2,855.775,300.918,2.89729,2.24743,3.666773915719375
14,2,786.783,302.725,4.04379,2.78423,4.909600213561182
15,2,756.908,303.41,3.06506,3.0652,4.334748417567045
16,2,629.009,303.535,3.2628,2.15859,3.9122084080605926
17,2,469.041,303.725,3.39609,1.67231,3.78550498932441
18,2,292.717,303.072,3.03845,1.60435,3.436003103170892
19,2,121.853,300.451,2.06124,0.945892,2.267911376854043
20,2,10.1035,297.776,3.48152,2.53421,4.30618181623814
21,2,0.0,296.321,3.181,2.01594,3.766002533668824
22,2,23.5176,294.956,1.639,2.33775,2.855064983936443
23,2,18.2402,293.822,1.12483,0.613318,1.2811719236792538
24,2,14.834,293.02,0.432436,0.520993,0.677077986752634
1,3,12.7129,289.412,,4.95269,4.95269
2,3,11.2549,287.997,-1.50615,2.00155,2.5049331777514547
3,3,21.2227,288.05,2.75078,,2.75078
4,3,21.7559,287.987,1.34532,0.579169,1.4646919925230015
5,3,0.0,288.046,-0.868379,3.96994,4.06380433722405
6,3,49.5508,290.62,-0.494787,6.80482,6.8227845787309604
7,3,224.76,292.59,-2.46241,1.0002,2.657792890369752
8,3,418.189,294.064,-2.70475,0.804194,2.821772590436019
9,3,595.912,294.136,-4.978,8.17787,9.57382064470084
10,3,740.518,293.409,-5.72299,6.46973,8.637709234108312
11,3,842.795,293.04,-4.07828,8.45165,9.384175801896511
12,3,890.826,295.691,-6.17442,9.82213,11.60162488935494
13,3,880.759,296.517,-7.20281,11.3236,13.420297644094934
14,3,817.814,297.264,-5.03922,12.6529,13.619457280611442
15,3,707.112,297.091,-2.88318,11.5252,11.880360346066949
16,3,566.79,297.539,0.145617,12.6,12.60084141280609
17,3,397.322,299.16,-0.492584,15.268,15.275943931458245
18,3,221.959,296.93,-0.614869,14.1737,14.187030541207733
19,3,70.6581,296.076,1.88839,13.0426,13.1785974804643
20,3,3.35938,296.778,2.60066,11.9453,12.225122679368088
21,3,0.0,296.696,2.79818,13.554,13.839823962478714
22,3,28.6104,293.747,-2.4196,13.6532,13.86594152591161
23,3,23.3369,295.23,3.98518,10.2544,11.001562570489703
24,3,22.1211,294.893,6.63556,10.7114,12.600188350719206
1,4,12.5312,287.946,,,0.0
2,4,10.7324,288.749,,4.02499,4.02499
3,4,19.6396,287.622,,3.53716,3.53716
4,4,20.3105,286.684,,1.75397,1.75397
5,4,0.0,286.481,,3.29171,3.29171
6,4,40.2578,290.035,-0.532873,6.48451,6.506367924904724
7,4,191.924,292.494,-1.83252,4.50654,4.864877421066229
8,4,373.08,294.539,-4.02018,6.48437,7.629475835815984
9,4,547.599,295.108,-4.96775,0.0880308,4.968529911779604
10,4,696.596,296.046,-5.25912,7.96143,9.541630406764874
11,4,805.388,298.198,-7.33658,7.47314,10.472498630030945
12,4,867.623,299.327,-7.93419,10.6576,13.286677866046878
