hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,18.9834,295.618,7.05434,3.67647,7.954881802798832
2,1,20.1025,295.562,9.72869,4.54096,10.736280866189185
3,1,20.3564,295.338,8.79344,6.09326,10.698243054875881
4,1,18.0791,293.311,6.06163,0.957663,6.136813234771693
5,1,0.0,292.268,3.05512,4.5237,5.458719621339788
6,1,30.7383,293.333,0.0358734,3.60927,3.6094482727596415
7,1,165.268,291.874,1.54253,-5.89669,6.09510883881494
8,1,315.254,292.419,-1.94355,-4.44712,4.853273420785192
9,1,482.882,293.909,-0.816765,-1.73452,1.9172023095190034
10,1,600.062,296.215,-1.63907,1.37149,2.1371792823719775
11,1,669.801,295.184,-5.20069,-0.391587,5.215411475106158
12,1,766.617,296.423,-6.33011,0.812003,6.381977866156307
13,1,795.32,297.798,-2.88801,1.86676,3.438807156224379
14,1,583.822,298.664,0.372516,-1.58553,1.6287030273060834
15,1,678.221,300.538,-7.56995,5.55223,9.387832602651157
16,1,216.933,297.673,-5.28916,1.65415,5.541789036773233
17,1,88.986,298.315,-5.36008,6.94481,8.772732957436924
18,1,180.196,296.875,-5.71417,5.43546,7.886441795924192
19,1,87.8853,294.702,-3.39414,9.70913,10.285299786418479
20,1,3.48438,293.622,2.66925,7.82301,8.26585633933956
21,1,0.0,294.533,4.44613,7.14912,8.418906624455458
22,1,23.1738,292.972,4.57789,9.03253,10.126385093062577
23,1,20.8428,291.693,-0.0511103,5.77564,5.775866140447344
24,1,18.0605,290.766,1.59307,1.30815,2.0613414194160073
1,2,17.1113,287.914,14.2321,1.77364,14.342191926605919
2,2,19.0596,287.915,0.560719,1.79047,1.876216570084861
3,2,19.5312,286.486,0.84422,3.31591,3.421690596255015
4,2,19.3125,284.751,-0.162978,2.47378,2.4791428593132747
5,2,0.0,284.547,-0.671439,-0.391342,0.7771607888236514
6,2,21.4453,285.595,-1.39088,-0.826272,1.6177986872240935
7,2,145.26,287.188,5.20952,2.05448,5.599998812571303
8,2,310.941,288.854,-0.990428,1.80239,2.0565887618296466
9,2,479.664,290.354,0.145149,0.247897,0.2872649557638383
10,2,637.062,292.502,0.520111,1.45743,1.5474552197789115
11,2,768.598,295.95,1.17285,2.48732,2.749970528005709
12,2,866.289,298.087,1.37448,2.41991,2.7830126982283065
13,2,888.524,299.314,2.51629,2.70319,3.6930951165925854
14,2,852.947,300.285,6.31441,3.0673,7.019978841713129
15,2,763.081,300.563,5.30554,2.87059,6.032333017970742
16,2,579.058,299.922,5.01699,2.8895,5.789594019454214
17,2,460.877,299.612,6.52176,1.32274,6.654546912089507
18,2,255.211,298.347,5.56513,-0.391691,5.578897181018933
19,2,75.2681,296.085,4.05313,1.43374,4.299241000979126
20,2,3.42578,294.078,2.79376,-0.891831,2.9326536567008725
21,2,0.0,292.468,2.74447,1.80439,3.284499787334443
22,2,17.1084,290.761,2.03248,0.846498,2.201711564761379
23,2,14.4688,289.816,0.393226,0.0554256,0.3971129363435042
24,2,12.5762,289.325,1.12921,0.511762,1.2397643198382506
1,3,13.0654,294.016,4.30825,4.99971,6.599857433808704
2,3,14.5088,293.766,6.27263,-1.16314,6.3795596851585294
3,3,12.6006,293.516,5.45555,0.51855,5.480138675708854
4,3,11.2744,293.201,4.47765,1.13881,4.620198885177996
5,3,0.0,292.888,1.79731,1.07838,2.0960025430566636
6,3,32.1016,292.765,-0.072525,-0.615823,0.6200789005876591
7,3,171.112,294.073,3.49517,-0.32247,3.5100142777202485
8,3,345.222,296.239,1.71563,-6.1937,6.42692041236703
9,3,513.429,296.237,-0.605827,-4.16763,4.211432793103672
10,3,647.375,297.321,-0.556061,-2.43612,2.498776598682043
11,3,629.582,296.531,-1.59815,2.06496,2.611157449120983
