hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.01043423308281565,0.26640149793067414,0.04547976
2,1,0.010137086377374888,0.6461034749863098,0.04658902
3,1,0.010324231971533475,0.48673805508596085,0.04714365
4,1,0.010269332855989995,0.6262268128718809,0.04714365
5,1,0.01050611463982314,0.6487966358383713,0.04658902
6,1,0.010413366973610044,0.5755986585013793,0.04492512
7,1,0.0,0.2611618887006976,0.12534664
8,1,0.015138649967740824,0.6289579231883652,0.14309484
9,1,0.12320250895504864,0.15042916152041672,0.26289517
10,1,0.2821367302230485,0.3843837294654612,0.25402108
11,1,0.4095894355679786,0.10178043813811562,0.24847476
12,1,0.48538461227670715,0.46380996395933816,0.24514698
13,1,0.5017693038218076,0.4588358963307758,0.09927898
14,1,0.45890674112533875,0.022305587335812033,0.11314476
15,1,0.359920392586278,0.21199821510890407,0.21797005
16,1,0.21950833147674464,0.15224699336765174,0.24181919
17,1,0.06264787958759555,0.03497197007219022,0.26012202
18,1,0.0,0.0,0.22684415
19,1,0.0,0.2106114029426946,0.20354964
20,1,0.01377087281524703,0.3757129302532272,0.16084304
21,1,0.012654583994101255,0.33939350849583755,0.10981697
22,1,0.012876860710381112,0.0,0.07542984
23,1,0.013680823757021307,0.15565150840990596,0.06211869
24,1,0.013042383212357128,0.4017893761011118,0.04381586
1,2,0.029324169168643076,0.10098502252857959,0.04547976
2,2,0.02966747947473967,0.0,0.04658902
3,2,0.030274242919882628,0.1535643591793411,0.04714365
4,2,0.030863483643051515,0.16874684212250943,0.04714365
5,2,0.03126376705559636,0.0,0.04658902
6,2,0.032007144499414296,0.2973522304343829,0.04492512
7,2,0.0,0.14034049614337532,0.12534664
8,2,0.007854724327357687,0.16643152708696987,0.14309484
9,2,0.09067611395137191,0.0,0.26289517
10,2,0.2511613940013474,0.0,0.25402108
11,2,0.39327943225146605,0.0,0.24847476
12,2,0.4837746652230164,0.1673907285065698,0.24514698
13,2,0.5109626429526883,0.12340137067684726,0.09927898
14,2,0.4779371248211899,0.12629335127253277,0.11314476
15,2,0.3870020992888629,0.5084034574396817,0.21797005
16,2,0.24815541050338683,0.5604053866902576,0.24181919
17,2,0.08635386146162291,0.18631044040262185,0.26012202
18,2,1.8674296351787505e-5,0.15651611927951653,0.22684415
19,2,0.0,0.0,0.20354964
20,2,0.03094293385062287,0.0,0.16084304
21,2,0.03105272812772768,0.0447410253768974,0.10981697
22,2,0.03270966758939226,0.11393635767448679,0.07542984
23,2,0.03293554151526274,0.2312902168595531,0.06211869
24,2,0.031109627845596476,0.08411129277378664,0.04381586
1,3,0.006866331921680898,0.4859624346233769,0.04547976
2,3,0.006782950133968839,0.5469602936382423,0.04658902
3,3,0.005912366747615143,0.41835762344594246,0.04714365
4,3,0.005617914699245457,0.5072664449750429,0.04714365
5,3,0.006463968582397495,0.5883238891649363,0.04658902
6,3,0.006602815320141975,0.5095343977001346,0.04492512
7,3,0.0,0.4093506494107636,0.12534664
8,3,,0.10361085175172344,0.14309484
9,3,0.16183281569814953,0.39198166478087254,0.26289517
10,3,0.33394095331333884,0.3230171697461595,0.25402108
11,3,0.45785578654181747,0.40857765902937776,0.24847476
12,3,0.5208084123856904,0.42312347826086955,0.24514698
13,3,0.5212120341084794,0.6000069565217392,0.09927898
14,3,0.46123546814228233,0.5354183480861284,0.11314476
15,3,0.3475533923404852,0.2387445714602974,0.21797005
16,3,0.19664011091870798,0.5315072223064548,0.24181919
17,3,0.04966729362619972,0.2797152675543722,0.26012202
18,3,,0.7812347826086956,0.22684415
19,3,0.0,0.5226226086956522,0.20354964
20,3,0.008259771422537034,0.649632830117403,0.16084304
21,3,0.007291355585564263,0.8375293641408222,0.10981697
22,3,0.0071643511881134365,0.8938402350376221,0.07542984
23,3,0.008637652354946387,0.9212234859202146,0.06211869
24,3,0.010016558661521813,0.8592219100775015,0.04381586
1,4,0.008026421919965832,0.34510676421932635,0.04547976
2,4,0.007981864806156244,0.592755529656516,0.04658902
3,4,0.007404951935223518,0.5999196799066293,0.04714365
4,4,0.006424192876268011,0.49514140927121586,0.04714365
5,4,0.007038085078188468,0.5865119222054451,0.04658902
6,4,0.007739749083803807,0.0,0.04492512
7,4,0.0,0.6752603021600735,0.12534664
8,4,,0.639575652173913,0.14309484
9,4,0.12887005605420296,0.04405739130434783,0.26289517
10,4,0.28813454956106727,0.4612772724081575,0.25402108
11,4,0.4134151194997234,0.418556428628324,0.24847476
12,4,0.487010709856306,0.3788152772808202,0.24514698
13,4,0.5015527248870179,0.3170154115523803,0.09927898
14,4,0.4572800178321544,0.3119023017867049,0.11314476
15,4,0.3584705675815529,0.3488166858762371,0.21797005
16,4,0.21534224144758157,0.25025130434782605,0.24181919
17,4,0.06053932931453381,0.05781554949261909,0.26012202
18,4,,0.3701839227734796,0.22684415
19,4,0.0,0.5764608695652175,0.20354964
20,4,0.006976957564007489,0.513768695652174,0.16084304
21,4,0.007280008076572607,0.15967841396037794,0.10981697
22,4,0.007369161727958896,0.16585050034031282,0.07542984
23,4,0.008364433710105494,0.35458369092834163,0.06211869
