hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.04163320982378327,0.31923330280426326,0.0854132
2,1,0.04477171215307793,0.08789888234342853,0.08485857
3,1,0.04793236792178698,0.13594083598911674,0.0854132
4,1,0.04879852759295368,0.138926262314677,0.0854132
5,1,0.049022177362755055,0.4425529439046398,0.08485857
6,1,0.05038771830702537,0.5706317483740927,0.08374931
7,1,0.0,0.3953582187389734,0.1619523
8,1,0.0013036471582324354,0.0,0.21686079
9,1,0.010196356725564012,0.0,0.32224071
10,1,0.056090447985303,0.0,0.30005546
11,1,0.12812191967140552,0.0,0.30560177
12,1,0.2754428257396461,0.0,0.26067665
13,1,0.2214736367089615,0.0,0.13144759
14,1,0.12397350351431406,0.0,0.13366611
15,1,0.09449581229930663,0.5728806131777111,0.16638935
16,1,0.09610427586856651,0.0,0.17304493
17,1,0.026010037081138176,0.1814128663753502,0.16916251
18,1,,0.057753316920351856,0.1885746
19,1,0.0,0.1640954746991609,0.18358292
20,1,0.04303196261512643,0.4871604242785964,0.1619523
21,1,0.04301681448974297,0.3138213019925842,0.12423738
22,1,0.04131738941318115,0.8475793097590391,0.07931226
23,1,0.04145485751649959,0.6342425097727131,0.07265668
24,1,0.04180897714123636,0.22757622240768752,0.06821963
1,2,0.04154491727849843,0.0,0.0854132
2,2,0.04468195977356356,0.0,0.08485857
3,2,0.047114019742879716,0.0,0.0854132
4,2,0.04783421030715408,0.0,0.0854132
5,2,0.047621901139062034,0.0,0.08485857
6,2,0.04908674848791737,0.0030185718765392867,0.08374931
7,2,0.0,0.1429556796290731,0.1619523
8,2,0.007001816800070766,0.1083251144488382,0.21686079
9,2,0.0506953622729436,0.18944252925234875,0.32224071
10,2,0.14712652981422686,0.021615845195180228,0.30005546
11,2,0.17957170940592918,0.2575329187448177,0.30560177
12,2,0.17096787850833686,0.209471872431316,0.26067665
13,2,0.18627634405893567,0.1782201004891061,0.13144759
14,2,0.23423736231530037,0.1779289228981844,0.13366611
15,2,0.2407386410782507,0.13314978361642482,0.16638935
16,2,0.08521549616599985,0.0,0.17304493
17,2,0.023536937008590882,0.16538616834522293,0.16916251
18,2,0.0,0.22930407896666508,0.1885746
19,2,0.0,0.0,0.18358292
20,2,0.04952259157157344,0.24338193226355018,0.1619523
21,2,0.05126175579224419,0.40427879373319026,0.12423738
22,2,0.05178688677357642,0.5113514389597111,0.07931226
