hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.004531016477995016,0.17285741367702254,0.05213533
2,1,0.0051321848385710335,0.37952898679212266,0.05102607
3,1,0.0065262528217866845,0.5568674101971063,0.04936217
4,1,0.007467007273870976,0.24527874229501795,0.04880754
5,1,0.006788635031799848,0.3488986000808552,0.04936217
6,1,0.006476039201583902,0.1784140167129578,0.05047144
7,1,0.0014151659918290914,0.17242410872894254,0.13643927
8,1,0.07578699900783685,0.2854621571555583,0.1797005
9,1,0.24607064435687145,0.2329372040821043,0.29395452
10,1,0.3956366911350551,0.3193430179367996,0.25457571
11,1,0.5048916095314376,0.0,0.25069329
12,1,0.5595230203985248,0.23976944292977845,0.22795341
13,1,0.5557989142444232,0.06390736514260863,0.12312812
14,1,0.49627192540133824,0.16902711530535108,0.23904603
15,1,0.3872895633362156,0.11307536674048353,0.2296173
16,1,0.2364950611123839,0.16696740383965114,0.29450915
17,1,0.07473052983699911,0.07841600615334413,0.32612313
18,1,0.0,0.0,0.28674432
19,1,0.0,0.0,0.22018857
20,1,0.015352400059199406,0.0,0.18247366
21,1,0.007621065588559156,0.11385976208095983,0.13643927
22,1,0.007693218846653255,0.18466852476660262,0.11425402
23,1,0.006824781451901343,0.5294091108648429,0.08430394
24,1,0.007037875913184886,0.2598988770478431,0.05601775
1,2,0.019262123330770337,0.0,0.05213533
2,2,0.021020538513769976,0.0,0.05102607
3,2,0.022977996741487542,0.7446600385058588,0.04936217
4,2,0.024080385153551712,0.5779598687386693,0.04880754
5,2,0.02536111774022128,0.3381845920715835,0.04936217
6,2,0.02371513511095232,0.0,0.05047144
7,2,0.0,0.0,0.13643927
8,2,0.029941480378452526,0.0,0.1797005
9,2,0.09853520458564101,0.2747777894194841,0.29395452
10,2,0.15938642927592098,0.0,0.25457571
11,2,0.2847456836826507,0.0,0.25069329
12,2,0.5128936669080056,0.14336054013050498,0.22795341
13,2,0.5411985448928545,0.20651808367030386,0.12312812
14,2,0.503643875339316,0.11556722886512441,0.23904603
15,2,0.41160122005225447,0.0,0.2296173
16,2,0.26859003318645386,0.056147000939998894,0.29450915
17,2,0.10369857232978637,0.15479987706890982,0.32612313
18,2,0.003120363671716008,0.028869876880483186,0.28674432
19,2,0.0,0.1610582929585038,0.22018857
20,2,0.030979650649906734,0.04629417383991973,0.18247366
21,2,0.014809774633133453,0.011684795476213981,0.13643927
22,2,0.015597324316193298,0.0,0.11425402
23,2,0.015802001213085073,0.04435369560513972,0.08430394
24,2,0.01722070489966002,0.2801497919111067,0.05601775
1,3,0.0012910062792003418,0.5240355960189759,0.05213533
2,3,0.001591407158722421,0.4690208969622704,0.05102607
3,3,0.0026171194033089884,0.6130892438224634,0.04936217
4,3,0.003167312393222287,0.05404956521739132,0.04880754
5,3,0.002397828256413449,0.38817048001729615,0.04936217
6,3,0.0028254800846367837,0.3155239973475713,0.05047144
7,3,0.0019265010173129223,0.40662276350350895,0.13643927
8,3,0.10536677415196627,0.4032406985285394,0.1797005
9,3,0.29383076345993353,0.32630856749505555,0.29395452
10,3,0.4421532585247166,0.18155691839004856,0.25457571
11,3,0.5436260258095773,0.08554134733123632,0.25069329
12,3,0.5852606765482595,0.3612148568951695,0.22795341
13,3,0.5655509298420217,0.0,0.12312812
14,3,0.4905254515422657,0.058387432790926126,0.23904603
15,3,0.36764490422318313,0.09221826086956521,0.2296173
16,3,0.20960416259660003,0.13769652173913047,0.29450915
17,3,0.060248549102297516,0.0,0.32612313
18,3,,0.0,0.28674432
19,3,0.0,0.0,0.22018857
20,3,0.0060376720159605254,0.14566086956521734,0.18247366
21,3,0.003140549526673713,0.12444525994140579,0.13643927
22,3,0.003853576159320056,0.3214482061098294,0.11425402
23,3,0.0028208934653800983,0.2311609460246112,0.08430394
24,3,0.008735807753708837,0.5920532690179039,0.05601775
1,4,0.02455575499619184,0.12032521059562482,0.05213533
2,4,0.001993426178905474,0.30678986111370105,0.05102607
3,4,0.0031268852699380765,0.0,0.04936217
4,4,0.004067447157404822,0.0,0.04880754
5,4,0.003842826619272398,0.17734434782608696,0.04936217
6,4,0.0037137373645493173,0.14324434782608697,0.05047144
7,4,,0.0,0.13643927
8,4,0.08444177977500696,0.3560343123787493,0.1797005
9,4,0.2509926403532786,0.0,0.29395452
10,4,0.39655969296282123,0.16669196622440205,0.25457571
11,4,0.5032624675313568,0.21786672713349892,0.25069329
12,4,0.5568482359986752,0.12585274230329457,0.22795341
13,4,0.5538330679553028,0.0,0.12312812
14,4,0.4945756196233135,0.0,0.23904603
15,4,0.3840357073168604,0.13744418519478074,0.2296173
16,4,0.23319261407204236,0.15065336764321163,0.29450915
17,4,0.07362571849398973,0.0,0.32612313
18,4,,0.0,0.28674432
19,4,0.0,0.0,0.22018857
20,4,0.00701784303435995,0.0,0.18247366
21,4,0.004832203614038633,0.2919020388422939,0.13643927
22,4,0.003980635545334268,0.26588383842482693,0.11425402
23,4,0.0031874322293823317,0.32402615466998264,0.08430394
24,4,0.007847162112693958,0.20730496378903449,0.05601775
1,5,0.02030022414386737,0.5344336506292456,0.05213533
2,5,0.02330749180756248,0.2470647065913613,0.05102607
3,5,0.025805355680556728,0.4775669277093025,0.04936217
4,5,0.02440012027429724,0.26321572663945003,0.04880754
5,5,0.02434600010275164,0.23737868608784682,0.04936217
6,5,0.02519554504815523,0.3274600237875548,0.05047144
7,5,0.0015307380525959257,0.10775014443709649,0.13643927
8,5,0.06884791167805487,0.14379838970448627,0.1797005
