hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.033334531695778866,0.06152083129067069,0.38546866
2,1,0.030461177646120247,0.12365699895263162,0.38768719
3,1,0.03568636200002436,0.05832686068130677,0.38546866
4,1,0.03814529562744433,0.07828554604052704,0.38047698
5,1,0.03360226798190998,0.1502937654620026,0.3771492
6,1,0.0,0.15470189700704673,0.37770383
7,1,0.026037077005557716,0.11009254850291521,0.37770383
8,1,0.0894050867961024,0.18174243543673796,0.38214088
9,1,0.19739326660553957,0.29492548811603,0.47088186
10,1,0.3638433404494885,0.20456816613354906,0.48363838
11,1,0.41152924455308476,0.22699558040536139,0.49417637
12,1,0.5927204112470101,0.28694784949440605,0.47587354
13,1,0.6301781288298703,0.3659124314079908,0.43205768
14,1,0.564140383574999,0.42801902916424184,0.43649473
15,1,0.4384699887321472,0.3392041470429346,0.42595674
16,1,0.2614772515341893,0.3076211014668911,0.40432612
17,1,0.1681902791591459,0.32346478429317077,0.42041043
18,1,0.059583963856988637,0.18801552964729898,0.42041043
19,1,0.0033067605544535757,0.1563245732306436,0.40987243
20,1,0.0,0.14893407272058018,0.40543539
21,1,0.015989309832412143,0.039244386964194036,0.40432612
22,1,0.015691969653373848,0.16396355786190359,0.4021076
23,1,0.015826128186474126,0.28481313768673405,0.39489739
24,1,0.018286539016698643,0.3368042853536912,0.38990571
1,2,0.05213901239139284,0.23289722508791122,0.38546866
2,2,0.05206335658803574,0.2618175511874618,0.38768719
3,2,0.05129131817060501,0.16523615751704962,0.38546866
4,2,0.051188021313389245,0.22138518434788346,0.38047698
5,2,0.05137665998312426,0.21349116164076382,0.3771492
6,2,0.0,0.16264591325171573,0.37770383
7,2,0.02119254358015708,0.2999696227750377,0.37770383
8,2,0.14478656424385739,0.3401777302866699,0.38214088
9,2,0.23960421529230896,0.3260813738934145,0.47088186
10,2,0.3468039213193271,0.5064249216724832,0.48363838
11,2,0.4617913212970446,0.5842198658547683,0.49417637
12,2,0.6127575197067958,0.5827008500254081,0.47587354
13,2,0.6348624052481785,0.5561213317698062,0.43205768
14,2,0.6433789735701939,0.6787061897066219,0.43649473
15,2,0.5432813223868806,0.6514435608850525,0.42595674
16,2,0.3592266915512673,0.5794266900559594,0.40432612
17,2,0.2579402955893817,0.4969317899452632,0.42041043
18,2,0.11516457139771233,0.456422950064153,0.42041043
19,2,0.010317159794814363,0.44538765419573745,0.40987243
20,2,0.0,0.4674034862888842,0.40543539
21,2,0.025040905890479793,0.3315682347763822,0.40432612
22,2,0.025877678224092752,0.3222942006751892,0.4021076
23,2,0.02479443299320361,0.320119954832794,0.39489739
24,2,0.029954717677096992,0.2516662184948949,0.38990571
1,3,0.05374130094914253,0.23617742209648865,0.38546866
2,3,0.04913323462010802,0.3098707413003472,0.38768719
3,3,0.05690746561781827,0.3137682573923136,0.38546866
4,3,0.058715148763665265,0.3957584650586799,0.38047698
5,3,0.05883194961931111,0.41602315993101874,0.3771492
6,3,0.0,0.429064684028899,0.37770383
7,3,0.043659060213607194,0.3648428108035662,0.37770383
8,3,0.11464165774272868,0.2623796285492493,0.38214088
9,3,0.19623518057675252,0.3309695343656305,0.47088186
10,3,0.29252967362298066,0.4061992039374111,0.48363838
11,3,0.42124128495766544,0.32343212686303763,0.49417637
12,3,0.5237680168320187,0.33091319738390484,0.47587354
13,3,0.5593646106542156,0.3784782202046208,0.43205768
14,3,0.5083154709119159,0.4424349958561229,0.43649473
15,3,0.35540019689977137,0.39879265101586,0.42595674
16,3,0.2305439669094863,0.39137846803692056,0.40432612
17,3,0.1483032539548145,0.3594276580983032,0.42041043
18,3,0.0584955044373437,0.29651811897938496,0.42041043
