hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.00870524266877587,0.2838428797414975,0.05135284
2,1,0.00930158716238954,0.3458536237134636,0.05024848
3,1,0.009430009353972832,0.0,0.04803976
4,1,0.009286795901077302,0.0,0.04638321
5,1,0.008852859117196835,0.7712715995146198,0.04417449
6,1,0.008950461317337198,0.7695404646196914,0.04417449
7,1,0.009674839961641295,0.48747731501293545,0.0496963
8,1,0.01425540351462067,0.382548167887735,0.05687465
9,1,0.06657946896574198,0.29943981060388675,0.30590834
10,1,0.16955245583789508,0.40779015929970464,0.33130867
11,1,0.2826416891394883,0.34875044450116316,0.32578686
12,1,0.3536083356208217,0.10731196375991682,0.30811706
13,1,0.38721502991192364,0.0,0.10381005
14,1,0.3827493970385729,0.3017390110443385,0.13583655
15,1,0.32251699071791173,0.1899001311715671,0.13086692
16,1,0.20468456869113266,0.12235481515273566,0.216455
17,1,0.06296538825165521,0.0,0.23909442
18,1,,0.1556030464347159,0.23799006
19,1,0.0,0.304579225433158,0.19547211
20,1,0.012292435834816776,0.057459345858959184,0.13694092
21,1,0.01199965438687508,0.05011620055258151,0.146328
22,1,0.012934923549467875,0.0,0.11043622
23,1,0.012394582542681736,0.24634069259467495,0.06515737
24,1,0.010919411020566575,0.0,0.05190502
1,2,0.02675820046848984,0.2989824039044877,0.05135284
2,2,0.02797938983398174,0.0,0.05024848
3,2,0.02858478908123885,0.0010075998869843764,0.04803976
4,2,0.029465929870197645,0.0,0.04638321
5,2,0.029860081246626105,0.0,0.04417449
6,2,0.03157231616455243,0.0,0.04417449
7,2,0.03414445972900762,0.0,0.0496963
8,2,0.007189241570279901,0.0,0.05687465
9,2,0.08239870776694229,0.0,0.30590834
10,2,0.25207818783400743,0.0,0.33130867
11,2,0.3977911623505504,0.0,0.32578686
12,2,0.49038041731666054,0.0,0.30811706
13,2,0.5227532515503498,0.0,0.10381005
14,2,0.4921926915028706,0.0,0.13583655
15,2,0.4031525691607403,0.0,0.13086692
16,2,0.26569762703104327,0.10166640969731755,0.216455
17,2,0.10100980649282341,0.07261907563979975,0.23909442
18,2,0.0024647538935276174,0.09022874183514062,0.23799006
19,2,0.0,0.0,0.19547211
20,2,0.027300337030149755,0.018425241504119002,0.13694092
21,2,0.029414528520138473,0.0,0.146328
22,2,0.030278136697160476,0.04242796411123401,0.11043622
23,2,0.030963168093786877,0.09892038977963499,0.06515737
24,2,0.0311035439920954,0.11703942651325938,0.05190502
1,3,0.004921345436741973,0.8502290704350652,0.05135284
2,3,0.005579288783178771,0.19233377966564053,0.05024848
3,3,0.005996509549421423,0.7476848964287948,0.04803976
4,3,0.00668022173737618,0.5393279576896689,0.04638321
5,3,0.006439996663913517,0.3540854324410133,0.04417449
6,3,0.0069374653403020325,0.14622208927610705,0.04417449
7,3,0.00671560418114932,0.5119085097650174,0.0496963
8,3,,0.41428549518469454,0.05687465
