hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.006725777556281019,0.0,0.05024848
2,1,0.0070427052489861,0.0,0.0496963
3,1,0.007428373959149442,0.0,0.05024848
4,1,0.0071988858392888645,0.01929438548540748,0.05024848
5,1,0.0071293906638852066,0.19923799375280407,0.05080066
6,1,0.007317473573203269,0.0,0.05080066
7,1,0.0,0.3788654600211478,0.05080066
8,1,0.0666790092461841,0.3128127696194397,0.05908338
9,1,0.23789378078672355,0.20347511552633513,0.29265599
10,1,0.39517954115522547,0.7946665101355994,0.2777471
11,1,0.49734385880728177,0.49992092981533887,0.27829928
12,1,0.5057236804786602,0.15818476936200068,0.27553838
13,1,0.6028426988333817,0.0,0.12424075
14,1,0.629813134483861,0.3159920013321318,0.17448923
15,1,0.5654666304261408,0.37677668336261244,0.16896742
16,1,0.4285893244453336,0.029328304715596987,0.18221977
17,1,0.2576485443761896,1.0,0.16620652
18,1,0.07394968636564422,1.0,0.17725014
19,1,,1.0,0.1783545
20,1,0.01065530773176068,1.0,0.16399779
21,1,0.011287192833116686,1.0,0.13086692
22,1,0.012598564087919201,1.0,0.0905577
23,1,0.013393502535822385,0.7133740749567059,0.07067918
24,1,0.01269362149802902,0.37849778329899386,0.04859194
1,2,0.02378921982440523,0.0,0.05024848
2,2,0.023129328299288637,0.0,0.0496963
3,2,0.024886459214922867,0.08583813700323964,0.05024848
4,2,0.03483030596642304,0.18257310622865042,0.05024848
5,2,0.043759722221233095,0.1608446725554922,0.05080066
6,2,0.044642406874220726,0.15600916103165413,0.05080066
7,2,0.0,0.16421677767733053,0.05080066
8,2,0.043531879281561416,0.22510527748720052,0.05908338
9,2,0.19349960198346508,0.20051810208900642,0.29265599
10,2,0.3366078920745628,0.25577795750723276,0.2777471
11,2,0.41203889918342385,0.3467206515602966,0.27829928
12,2,0.4941865937852071,0.28794756467042265,0.27553838
13,2,0.5982246426389767,0.38368490544052924,0.12424075
14,2,0.5985031517569643,0.6018533927954349,0.17448923
15,2,0.49334180534848665,0.7193111335750109,0.16896742
16,2,0.2303793326314698,0.6468580891734482,0.18221977
17,2,0.08990372485203384,0.6357403602876982,0.16620652
18,2,0.07595098033325993,0.6583549191775191,0.17725014
19,2,,0.4146587027666298,0.1783545
20,2,0.017416408031830505,0.7313653189844298,0.16399779
21,2,0.019883680681001947,0.8830188476878654,0.13086692
22,2,0.021120495452152124,0.28740488250846374,0.0905577
23,2,0.025417848694985364,0.5042169524710517,0.07067918
24,2,0.03525726239982019,0.40735034227420563,0.04859194
1,3,0.0030150920498630135,1.0,0.05024848
2,3,0.002845705531679632,0.9803445417625944,0.0496963
3,3,0.003189106655482494,0.8894691578734666,0.05024848
4,3,0.0036859243896771887,0.41669203905395746,0.05024848
5,3,0.003928860220942289,0.4386005270090276,0.05080066
